"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.025,34
"Central","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.1,40.5
"Central","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.25,47.5
"Central","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.5,50.75
"Central","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.75,54.25
"Central","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.9,61
"Central","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.975,75
"Central","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.025,0
"Central","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.1,0
"Central","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.25,0
"Central","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.5,0
"Central","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.75,0.75
"Central","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.9,2.5
"Central","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.975,8.25
"Central","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.025,0
"Central","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.1,0
"Central","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.25,0
"Central","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.5,0.25
"Central","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.75,0.75
"Central","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.9,2
"Central","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.975,4.75
"Central","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.025,0
"Central","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.1,22.75
"Central","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.25,44.25
"Central","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.5,56.5
"Central","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.75,68.75
"Central","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.9,91.5
"Central","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.975,147.25
"Central","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.025,0
"Central","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.1,0
"Central","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.25,0
"Central","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.5,0.75
"Central","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.75,3.75
"Central","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.9,10.5
"Central","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.975,27.75
"Central","2025-09-13","2025-09-06","wk inc rsv hosp",1,"quantile",0.025,0
"Central","2025-09-13","2025-09-06","wk inc rsv hosp",1,"quantile",0.1,0
"Central","2025-09-13","2025-09-06","wk inc rsv hosp",1,"quantile",0.25,0
"Central","2025-09-13","2025-09-06","wk inc rsv hosp",1,"quantile",0.5,0.5
"Central","2025-09-13","2025-09-06","wk inc rsv hosp",1,"quantile",0.75,2.5
"Central","2025-09-13","2025-09-06","wk inc rsv hosp",1,"quantile",0.9,6.25
"Central","2025-09-13","2025-09-06","wk inc rsv hosp",1,"quantile",0.975,16.5
"Central","2025-09-20","2025-09-06","wk inc covid hosp",2,"quantile",0.025,0
"Central","2025-09-20","2025-09-06","wk inc covid hosp",2,"quantile",0.1,13
"Central","2025-09-20","2025-09-06","wk inc covid hosp",2,"quantile",0.25,41.5
"Central","2025-09-20","2025-09-06","wk inc covid hosp",2,"quantile",0.5,61.25
"Central","2025-09-20","2025-09-06","wk inc covid hosp",2,"quantile",0.75,81.25
"Central","2025-09-20","2025-09-06","wk inc covid hosp",2,"quantile",0.9,119.75
"Central","2025-09-20","2025-09-06","wk inc covid hosp",2,"quantile",0.975,221.75
"Central","2025-09-20","2025-09-06","wk inc flu hosp",2,"quantile",0.025,0
"Central","2025-09-20","2025-09-06","wk inc flu hosp",2,"quantile",0.1,0
"Central","2025-09-20","2025-09-06","wk inc flu hosp",2,"quantile",0.25,0
"Central","2025-09-20","2025-09-06","wk inc flu hosp",2,"quantile",0.5,1.5
"Central","2025-09-20","2025-09-06","wk inc flu hosp",2,"quantile",0.75,6.5
"Central","2025-09-20","2025-09-06","wk inc flu hosp",2,"quantile",0.9,16.5
"Central","2025-09-20","2025-09-06","wk inc flu hosp",2,"quantile",0.975,44.5
"Central","2025-09-20","2025-09-06","wk inc rsv hosp",2,"quantile",0.025,0
"Central","2025-09-20","2025-09-06","wk inc rsv hosp",2,"quantile",0.1,0
"Central","2025-09-20","2025-09-06","wk inc rsv hosp",2,"quantile",0.25,0
"Central","2025-09-20","2025-09-06","wk inc rsv hosp",2,"quantile",0.5,1
"Central","2025-09-20","2025-09-06","wk inc rsv hosp",2,"quantile",0.75,4.25
"Central","2025-09-20","2025-09-06","wk inc rsv hosp",2,"quantile",0.9,9.75
"Central","2025-09-20","2025-09-06","wk inc rsv hosp",2,"quantile",0.975,26
"Central","2025-09-27","2025-09-06","wk inc covid hosp",3,"quantile",0.025,0
"Central","2025-09-27","2025-09-06","wk inc covid hosp",3,"quantile",0.1,13.75
"Central","2025-09-27","2025-09-06","wk inc covid hosp",3,"quantile",0.25,45
"Central","2025-09-27","2025-09-06","wk inc covid hosp",3,"quantile",0.5,72
"Central","2025-09-27","2025-09-06","wk inc covid hosp",3,"quantile",0.75,99.25
"Central","2025-09-27","2025-09-06","wk inc covid hosp",3,"quantile",0.9,150.25
"Central","2025-09-27","2025-09-06","wk inc covid hosp",3,"quantile",0.975,295.75
"Central","2025-09-27","2025-09-06","wk inc flu hosp",3,"quantile",0.025,0
"Central","2025-09-27","2025-09-06","wk inc flu hosp",3,"quantile",0.1,0
"Central","2025-09-27","2025-09-06","wk inc flu hosp",3,"quantile",0.25,0
"Central","2025-09-27","2025-09-06","wk inc flu hosp",3,"quantile",0.5,2.5
"Central","2025-09-27","2025-09-06","wk inc flu hosp",3,"quantile",0.75,9.25
"Central","2025-09-27","2025-09-06","wk inc flu hosp",3,"quantile",0.9,22.25
"Central","2025-09-27","2025-09-06","wk inc flu hosp",3,"quantile",0.975,60.75
"Central","2025-09-27","2025-09-06","wk inc rsv hosp",3,"quantile",0.025,0
"Central","2025-09-27","2025-09-06","wk inc rsv hosp",3,"quantile",0.1,0
"Central","2025-09-27","2025-09-06","wk inc rsv hosp",3,"quantile",0.25,0
"Central","2025-09-27","2025-09-06","wk inc rsv hosp",3,"quantile",0.5,1.5
"Central","2025-09-27","2025-09-06","wk inc rsv hosp",3,"quantile",0.75,5.75
"Central","2025-09-27","2025-09-06","wk inc rsv hosp",3,"quantile",0.9,13.25
"Central","2025-09-27","2025-09-06","wk inc rsv hosp",3,"quantile",0.975,34.25
"East","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.025,17.25
"East","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.1,20.25
"East","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.25,25.5
"East","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.5,28
"East","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.75,31
"East","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.9,36.5
"East","2025-09-06","2025-09-06","wk inc covid hosp",0,"quantile",0.975,47.75
"East","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.025,0
"East","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.1,0
"East","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.25,0
"East","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.5,0
"East","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.75,0.5
"East","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.9,2.25
"East","2025-09-06","2025-09-06","wk inc flu hosp",0,"quantile",0.975,7.25
"East","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.025,0
"East","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.1,0
"East","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.25,0
"East","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.5,0
"East","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.75,0.75
"East","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.9,1.75
"East","2025-09-06","2025-09-06","wk inc rsv hosp",0,"quantile",0.975,4.25
"East","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.025,0
"East","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.1,3.75
"East","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.25,19.25
"East","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.5,29.5
"East","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.75,40.5
"East","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.9,62
"East","2025-09-13","2025-09-06","wk inc covid hosp",1,"quantile",0.975,113.5
"East","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.025,0
"East","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.1,0
"East","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.25,0.5
"East","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.5,1.75
"East","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.75,4.75
"East","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.9,10.75
"East","2025-09-13","2025-09-06","wk inc flu hosp",1,"quantile",0.975,28.25
"East","2025-09-13","2025-09-06","wk inc rsv hosp",1,"quantile",0.025,0
"East","2025-09-13","2025-09-06","wk inc rsv hosp",1,"quantile",0.1,0
"East","2025-09-13","2025-09-06","wk inc rsv hosp",1,"quantile",0.25,0.25
