"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2026-03-14","2026-03-21","wk inc covid hosp",-1,"quantile",0.025,26.75
"Central","2026-03-14","2026-03-21","wk inc covid hosp",-1,"quantile",0.1,30
"Central","2026-03-14","2026-03-21","wk inc covid hosp",-1,"quantile",0.25,33.5
"Central","2026-03-14","2026-03-21","wk inc covid hosp",-1,"quantile",0.5,37.5
"Central","2026-03-14","2026-03-21","wk inc covid hosp",-1,"quantile",0.75,41.5
"Central","2026-03-14","2026-03-21","wk inc covid hosp",-1,"quantile",0.9,44.5
"Central","2026-03-14","2026-03-21","wk inc covid hosp",-1,"quantile",0.975,47.75
"Central","2026-03-14","2026-03-21","wk inc flu hosp",-1,"quantile",0.025,3
"Central","2026-03-14","2026-03-21","wk inc flu hosp",-1,"quantile",0.1,3.25
"Central","2026-03-14","2026-03-21","wk inc flu hosp",-1,"quantile",0.25,3.25
"Central","2026-03-14","2026-03-21","wk inc flu hosp",-1,"quantile",0.5,14
"Central","2026-03-14","2026-03-21","wk inc flu hosp",-1,"quantile",0.75,32.25
"Central","2026-03-14","2026-03-21","wk inc flu hosp",-1,"quantile",0.9,49
"Central","2026-03-14","2026-03-21","wk inc flu hosp",-1,"quantile",0.975,61.5
"Central","2026-03-14","2026-03-21","wk inc rsv hosp",-1,"quantile",0.025,22
"Central","2026-03-14","2026-03-21","wk inc rsv hosp",-1,"quantile",0.1,23.25
"Central","2026-03-14","2026-03-21","wk inc rsv hosp",-1,"quantile",0.25,24.5
"Central","2026-03-14","2026-03-21","wk inc rsv hosp",-1,"quantile",0.5,34.75
"Central","2026-03-14","2026-03-21","wk inc rsv hosp",-1,"quantile",0.75,49.25
"Central","2026-03-14","2026-03-21","wk inc rsv hosp",-1,"quantile",0.9,57
"Central","2026-03-14","2026-03-21","wk inc rsv hosp",-1,"quantile",0.975,61.25
"Central","2026-03-21","2026-03-21","wk inc covid hosp",0,"quantile",0.025,25.375
"Central","2026-03-21","2026-03-21","wk inc covid hosp",0,"quantile",0.1,32.5
"Central","2026-03-21","2026-03-21","wk inc covid hosp",0,"quantile",0.25,38.375
"Central","2026-03-21","2026-03-21","wk inc covid hosp",0,"quantile",0.5,43
"Central","2026-03-21","2026-03-21","wk inc covid hosp",0,"quantile",0.75,47.625
"Central","2026-03-21","2026-03-21","wk inc covid hosp",0,"quantile",0.9,54
"Central","2026-03-21","2026-03-21","wk inc covid hosp",0,"quantile",0.975,65.5
"Central","2026-03-21","2026-03-21","wk inc flu hosp",0,"quantile",0.025,4.75
"Central","2026-03-21","2026-03-21","wk inc flu hosp",0,"quantile",0.1,6.125
"Central","2026-03-21","2026-03-21","wk inc flu hosp",0,"quantile",0.25,7.75
"Central","2026-03-21","2026-03-21","wk inc flu hosp",0,"quantile",0.5,11.375
"Central","2026-03-21","2026-03-21","wk inc flu hosp",0,"quantile",0.75,20.25
"Central","2026-03-21","2026-03-21","wk inc flu hosp",0,"quantile",0.9,29.375
"Central","2026-03-21","2026-03-21","wk inc flu hosp",0,"quantile",0.975,43.25
"Central","2026-03-21","2026-03-21","wk inc rsv hosp",0,"quantile",0.025,24.125
"Central","2026-03-21","2026-03-21","wk inc rsv hosp",0,"quantile",0.1,27.25
"Central","2026-03-21","2026-03-21","wk inc rsv hosp",0,"quantile",0.25,28.875
"Central","2026-03-21","2026-03-21","wk inc rsv hosp",0,"quantile",0.5,33.125
"Central","2026-03-21","2026-03-21","wk inc rsv hosp",0,"quantile",0.75,40.875
"Central","2026-03-21","2026-03-21","wk inc rsv hosp",0,"quantile",0.9,45.75
"Central","2026-03-21","2026-03-21","wk inc rsv hosp",0,"quantile",0.975,50
"Central","2026-03-28","2026-03-21","wk inc covid hosp",1,"quantile",0.025,5.5
"Central","2026-03-28","2026-03-21","wk inc covid hosp",1,"quantile",0.1,22.125
"Central","2026-03-28","2026-03-21","wk inc covid hosp",1,"quantile",0.25,35.375
"Central","2026-03-28","2026-03-21","wk inc covid hosp",1,"quantile",0.5,44.375
"Central","2026-03-28","2026-03-21","wk inc covid hosp",1,"quantile",0.75,53.625
"Central","2026-03-28","2026-03-21","wk inc covid hosp",1,"quantile",0.9,67.125
"Central","2026-03-28","2026-03-21","wk inc covid hosp",1,"quantile",0.975,97.375
"Central","2026-03-28","2026-03-21","wk inc flu hosp",1,"quantile",0.025,0
"Central","2026-03-28","2026-03-21","wk inc flu hosp",1,"quantile",0.1,3.125
"Central","2026-03-28","2026-03-21","wk inc flu hosp",1,"quantile",0.25,6.5
"Central","2026-03-28","2026-03-21","wk inc flu hosp",1,"quantile",0.5,11.875
"Central","2026-03-28","2026-03-21","wk inc flu hosp",1,"quantile",0.75,22.375
"Central","2026-03-28","2026-03-21","wk inc flu hosp",1,"quantile",0.9,34.75
"Central","2026-03-28","2026-03-21","wk inc flu hosp",1,"quantile",0.975,63.625
"Central","2026-03-28","2026-03-21","wk inc rsv hosp",1,"quantile",0.025,14.25
"Central","2026-03-28","2026-03-21","wk inc rsv hosp",1,"quantile",0.1,22.125
"Central","2026-03-28","2026-03-21","wk inc rsv hosp",1,"quantile",0.25,25.625
"Central","2026-03-28","2026-03-21","wk inc rsv hosp",1,"quantile",0.5,29.875
"Central","2026-03-28","2026-03-21","wk inc rsv hosp",1,"quantile",0.75,39
"Central","2026-03-28","2026-03-21","wk inc rsv hosp",1,"quantile",0.9,45.375
"Central","2026-03-28","2026-03-21","wk inc rsv hosp",1,"quantile",0.975,53.25
"Central","2026-04-04","2026-03-21","wk inc covid hosp",2,"quantile",0.025,3.625
"Central","2026-04-04","2026-03-21","wk inc covid hosp",2,"quantile",0.1,15.25
"Central","2026-04-04","2026-03-21","wk inc covid hosp",2,"quantile",0.25,33.375
"Central","2026-04-04","2026-03-21","wk inc covid hosp",2,"quantile",0.5,46
"Central","2026-04-04","2026-03-21","wk inc covid hosp",2,"quantile",0.75,58.625
"Central","2026-04-04","2026-03-21","wk inc covid hosp",2,"quantile",0.9,80.375
"Central","2026-04-04","2026-03-21","wk inc covid hosp",2,"quantile",0.975,132.5
"Central","2026-04-04","2026-03-21","wk inc flu hosp",2,"quantile",0.025,0
"Central","2026-04-04","2026-03-21","wk inc flu hosp",2,"quantile",0.1,2
