"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2025-11-15","2025-11-15","wk inc covid hosp",0,"quantile",0.025,30.5
"Central","2025-11-15","2025-11-15","wk inc covid hosp",0,"quantile",0.1,35.75
"Central","2025-11-15","2025-11-15","wk inc covid hosp",0,"quantile",0.25,42.25
"Central","2025-11-15","2025-11-15","wk inc covid hosp",0,"quantile",0.5,45.5
"Central","2025-11-15","2025-11-15","wk inc covid hosp",0,"quantile",0.75,49.25
"Central","2025-11-15","2025-11-15","wk inc covid hosp",0,"quantile",0.9,55.75
"Central","2025-11-15","2025-11-15","wk inc covid hosp",0,"quantile",0.975,69.75
"Central","2025-11-15","2025-11-15","wk inc flu hosp",0,"quantile",0.025,8.75
"Central","2025-11-15","2025-11-15","wk inc flu hosp",0,"quantile",0.1,11.25
"Central","2025-11-15","2025-11-15","wk inc flu hosp",0,"quantile",0.25,13
"Central","2025-11-15","2025-11-15","wk inc flu hosp",0,"quantile",0.5,13.75
"Central","2025-11-15","2025-11-15","wk inc flu hosp",0,"quantile",0.75,14.75
"Central","2025-11-15","2025-11-15","wk inc flu hosp",0,"quantile",0.9,16.25
"Central","2025-11-15","2025-11-15","wk inc flu hosp",0,"quantile",0.975,22.25
"Central","2025-11-15","2025-11-15","wk inc rsv hosp",0,"quantile",0.025,0.75
"Central","2025-11-15","2025-11-15","wk inc rsv hosp",0,"quantile",0.1,0.75
"Central","2025-11-15","2025-11-15","wk inc rsv hosp",0,"quantile",0.25,1.25
"Central","2025-11-15","2025-11-15","wk inc rsv hosp",0,"quantile",0.5,2
"Central","2025-11-15","2025-11-15","wk inc rsv hosp",0,"quantile",0.75,2.25
"Central","2025-11-15","2025-11-15","wk inc rsv hosp",0,"quantile",0.9,3.5
"Central","2025-11-15","2025-11-15","wk inc rsv hosp",0,"quantile",0.975,6
"Central","2025-11-22","2025-11-15","wk inc covid hosp",1,"quantile",0.025,0.75
"Central","2025-11-22","2025-11-15","wk inc covid hosp",1,"quantile",0.1,23.5
"Central","2025-11-22","2025-11-15","wk inc covid hosp",1,"quantile",0.25,43.25
"Central","2025-11-22","2025-11-15","wk inc covid hosp",1,"quantile",0.5,55.25
"Central","2025-11-22","2025-11-15","wk inc covid hosp",1,"quantile",0.75,67.5
"Central","2025-11-22","2025-11-15","wk inc covid hosp",1,"quantile",0.9,90
"Central","2025-11-22","2025-11-15","wk inc covid hosp",1,"quantile",0.975,143.5
"Central","2025-11-22","2025-11-15","wk inc flu hosp",1,"quantile",0.025,1
