"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2025-12-27","2025-12-27","wk inc covid hosp",0,"quantile",0.025,31.5
"Central","2025-12-27","2025-12-27","wk inc covid hosp",0,"quantile",0.1,36.75
"Central","2025-12-27","2025-12-27","wk inc covid hosp",0,"quantile",0.25,43.25
"Central","2025-12-27","2025-12-27","wk inc covid hosp",0,"quantile",0.5,47
"Central","2025-12-27","2025-12-27","wk inc covid hosp",0,"quantile",0.75,50.25
"Central","2025-12-27","2025-12-27","wk inc covid hosp",0,"quantile",0.9,56.75
"Central","2025-12-27","2025-12-27","wk inc covid hosp",0,"quantile",0.975,70.75
"Central","2025-12-27","2025-12-27","wk inc flu hosp",0,"quantile",0.025,270.5
"Central","2025-12-27","2025-12-27","wk inc flu hosp",0,"quantile",0.1,277.75
"Central","2025-12-27","2025-12-27","wk inc flu hosp",0,"quantile",0.25,279.5
"Central","2025-12-27","2025-12-27","wk inc flu hosp",0,"quantile",0.5,280.25
"Central","2025-12-27","2025-12-27","wk inc flu hosp",0,"quantile",0.75,281.25
"Central","2025-12-27","2025-12-27","wk inc flu hosp",0,"quantile",0.9,283
"Central","2025-12-27","2025-12-27","wk inc flu hosp",0,"quantile",0.975,290
"Central","2025-12-27","2025-12-27","wk inc rsv hosp",0,"quantile",0.025,12.5
"Central","2025-12-27","2025-12-27","wk inc rsv hosp",0,"quantile",0.1,15
"Central","2025-12-27","2025-12-27","wk inc rsv hosp",0,"quantile",0.25,16.25
"Central","2025-12-27","2025-12-27","wk inc rsv hosp",0,"quantile",0.5,17
"Central","2025-12-27","2025-12-27","wk inc rsv hosp",0,"quantile",0.75,17.25
"Central","2025-12-27","2025-12-27","wk inc rsv hosp",0,"quantile",0.9,18.5
"Central","2025-12-27","2025-12-27","wk inc rsv hosp",0,"quantile",0.975,21
"Central","2026-01-03","2025-12-27","wk inc covid hosp",1,"quantile",0.025,0
"Central","2026-01-03","2025-12-27","wk inc covid hosp",1,"quantile",0.1,17.5
"Central","2026-01-03","2025-12-27","wk inc covid hosp",1,"quantile",0.25,37.75
"Central","2026-01-03","2025-12-27","wk inc covid hosp",1,"quantile",0.5,49.5
"Central","2026-01-03","2025-12-27","wk inc covid hosp",1,"quantile",0.75,61.75
"Central","2026-01-03","2025-12-27","wk inc covid hosp",1,"quantile",0.9,84
"Central","2026-01-03","2025-12-27","wk inc covid hosp",1,"quantile",0.975,136.75
"Central","2026-01-03","2025-12-27","wk inc flu hosp",1,"quantile",0.025,271
"Central","2026-01-03","2025-12-27","wk inc flu hosp",1,"quantile",0.1,292.5
"Central","2026-01-03","2025-12-27","wk inc flu hosp",1,"quantile",0.25,299.25
"Central","2026-01-03","2025-12-27","wk inc flu hosp",1,"quantile",0.5,302.5
"Central","2026-01-03","2025-12-27","wk inc flu hosp",1,"quantile",0.75,305.5
"Central","2026-01-03","2025-12-27","wk inc flu hosp",1,"quantile",0.9,312.75
"Central","2026-01-03","2025-12-27","wk inc flu hosp",1,"quantile",0.975,334.25
"Central","2026-01-03","2025-12-27","wk inc rsv hosp",1,"quantile",0.025,3
"Central","2026-01-03","2025-12-27","wk inc rsv hosp",1,"quantile",0.1,12.5
"Central","2026-01-03","2025-12-27","wk inc rsv hosp",1,"quantile",0.25,15.5
"Central","2026-01-03","2025-12-27","wk inc rsv hosp",1,"quantile",0.5,17.75
"Central","2026-01-03","2025-12-27","wk inc rsv hosp",1,"quantile",0.75,20
"Central","2026-01-03","2025-12-27","wk inc rsv hosp",1,"quantile",0.9,23
"Central","2026-01-03","2025-12-27","wk inc rsv hosp",1,"quantile",0.975,33
"Central","2026-01-10","2025-12-27","wk inc covid hosp",2,"quantile",0.025,0
"Central","2026-01-10","2025-12-27","wk inc covid hosp",2,"quantile",0.1,7
"Central","2026-01-10","2025-12-27","wk inc covid hosp",2,"quantile",0.25,33.75
"Central","2026-01-10","2025-12-27","wk inc covid hosp",2,"quantile",0.5,52.5
"Central","2026-01-10","2025-12-27","wk inc covid hosp",2,"quantile",0.75,71.75
"Central","2026-01-10","2025-12-27","wk inc covid hosp",2,"quantile",0.9,109.5
"Central","2026-01-10","2025-12-27","wk inc covid hosp",2,"quantile",0.975,207.5
"Central","2026-01-10","2025-12-27","wk inc flu hosp",2,"quantile",0.025,285.75
"Central","2026-01-10","2025-12-27","wk inc flu hosp",2,"quantile",0.1,323.75
"Central","2026-01-10","2025-12-27","wk inc flu hosp",2,"quantile",0.25,334.25
"Central","2026-01-10","2025-12-27","wk inc flu hosp",2,"quantile",0.5,339.75
"Central","2026-01-10","2025-12-27","wk inc flu hosp",2,"quantile",0.75,345.25
"Central","2026-01-10","2025-12-27","wk inc flu hosp",2,"quantile",0.9,355.5
"Central","2026-01-10","2025-12-27","wk inc flu hosp",2,"quantile",0.975,393.75
"Central","2026-01-10","2025-12-27","wk inc rsv hosp",2,"quantile",0.025,1.25
"Central","2026-01-10","2025-12-27","wk inc rsv hosp",2,"quantile",0.1,10.25
"Central","2026-01-10","2025-12-27","wk inc rsv hosp",2,"quantile",0.25,15.25
"Central","2026-01-10","2025-12-27","wk inc rsv hosp",2,"quantile",0.5,18.5
"Central","2026-01-10","2025-12-27","wk inc rsv hosp",2,"quantile",0.75,21.5
"Central","2026-01-10","2025-12-27","wk inc rsv hosp",2,"quantile",0.9,26.5
"Central","2026-01-10","2025-12-27","wk inc rsv hosp",2,"quantile",0.975,42
"Central","2026-01-17","2025-12-27","wk inc covid hosp",3,"quantile",0.025,0
"Central","2026-01-17","2025-12-27","wk inc covid hosp",3,"quantile",0.1,1.5
"Central","2026-01-17","2025-12-27","wk inc covid hosp",3,"quantile",0.25,30
"Central","2026-01-17","2025-12-27","wk inc covid hosp",3,"quantile",0.5,56
"Central","2026-01-17","2025-12-27","wk inc covid hosp",3,"quantile",0.75,83
"Central","2026-01-17","2025-12-27","wk inc covid hosp",3,"quantile",0.9,131.5
"Central","2026-01-17","2025-12-27","wk inc covid hosp",3,"quantile",0.975,270.25
"Central","2026-01-17","2025-12-27","wk inc flu hosp",3,"quantile",0.025,263.25
"Central","2026-01-17","2025-12-27","wk inc flu hosp",3,"quantile",0.1,314.75
"Central","2026-01-17","2025-12-27","wk inc flu hosp",3,"quantile",0.25,327.5
"Central","2026-01-17","2025-12-27","wk inc flu hosp",3,"quantile",0.5,335.75
"Central","2026-01-17","2025-12-27","wk inc flu hosp",3,"quantile",0.75,344
"Central","2026-01-17","2025-12-27","wk inc flu hosp",3,"quantile",0.9,356.75
"Central","2026-01-17","2025-12-27","wk inc flu hosp",3,"quantile",0.975,408.25
"Central","2026-01-17","2025-12-27","wk inc rsv hosp",3,"quantile",0.025,0.5
"Central","2026-01-17","2025-12-27","wk inc rsv hosp",3,"quantile",0.1,8.5
"Central","2026-01-17","2025-12-27","wk inc rsv hosp",3,"quantile",0.25,14.75
