"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2025-09-27","2025-09-27","wk inc covid hosp",0,"quantile",0.025,48.5
"Central","2025-09-27","2025-09-27","wk inc covid hosp",0,"quantile",0.1,60.5
"Central","2025-09-27","2025-09-27","wk inc covid hosp",0,"quantile",0.25,66.75
"Central","2025-09-27","2025-09-27","wk inc covid hosp",0,"quantile",0.5,70.5
"Central","2025-09-27","2025-09-27","wk inc covid hosp",0,"quantile",0.75,74
"Central","2025-09-27","2025-09-27","wk inc covid hosp",0,"quantile",0.9,80.5
"Central","2025-09-27","2025-09-27","wk inc covid hosp",0,"quantile",0.975,95
"Central","2025-09-27","2025-09-27","wk inc flu hosp",0,"quantile",0.025,0.25
"Central","2025-09-27","2025-09-27","wk inc flu hosp",0,"quantile",0.1,0.25
"Central","2025-09-27","2025-09-27","wk inc flu hosp",0,"quantile",0.25,0.25
"Central","2025-09-27","2025-09-27","wk inc flu hosp",0,"quantile",0.5,1
"Central","2025-09-27","2025-09-27","wk inc flu hosp",0,"quantile",0.75,1.75
"Central","2025-09-27","2025-09-27","wk inc flu hosp",0,"quantile",0.9,3.25
"Central","2025-09-27","2025-09-27","wk inc flu hosp",0,"quantile",0.975,9.25
"Central","2025-09-27","2025-09-27","wk inc rsv hosp",0,"quantile",0.025,0.5
"Central","2025-09-27","2025-09-27","wk inc rsv hosp",0,"quantile",0.1,0.5
"Central","2025-09-27","2025-09-27","wk inc rsv hosp",0,"quantile",0.25,0.5
"Central","2025-09-27","2025-09-27","wk inc rsv hosp",0,"quantile",0.5,1
"Central","2025-09-27","2025-09-27","wk inc rsv hosp",0,"quantile",0.75,1.75
"Central","2025-09-27","2025-09-27","wk inc rsv hosp",0,"quantile",0.9,2.75
"Central","2025-09-27","2025-09-27","wk inc rsv hosp",0,"quantile",0.975,5.5
"Central","2025-10-04","2025-09-27","wk inc covid hosp",1,"quantile",0.025,9.5
"Central","2025-10-04","2025-09-27","wk inc covid hosp",1,"quantile",0.1,42.75
"Central","2025-10-04","2025-09-27","wk inc covid hosp",1,"quantile",0.25,65.5
"Central","2025-10-04","2025-09-27","wk inc covid hosp",1,"quantile",0.5,77.75
"Central","2025-10-04","2025-09-27","wk inc covid hosp",1,"quantile",0.75,90.25
"Central","2025-10-04","2025-09-27","wk inc covid hosp",1,"quantile",0.9,113.25
"Central","2025-10-04","2025-09-27","wk inc covid hosp",1,"quantile",0.975,167
"Central","2025-10-04","2025-09-27","wk inc flu hosp",1,"quantile",0.025,0
"Central","2025-10-04","2025-09-27","wk inc flu hosp",1,"quantile",0.1,0
"Central","2025-10-04","2025-09-27","wk inc flu hosp",1,"quantile",0.25,0.25
