"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2025-10-11","2025-10-11","wk inc covid hosp",0,"quantile",0.025,37.5
"Central","2025-10-11","2025-10-11","wk inc covid hosp",0,"quantile",0.1,45.5
"Central","2025-10-11","2025-10-11","wk inc covid hosp",0,"quantile",0.25,51.75
"Central","2025-10-11","2025-10-11","wk inc covid hosp",0,"quantile",0.5,55.5
"Central","2025-10-11","2025-10-11","wk inc covid hosp",0,"quantile",0.75,59
"Central","2025-10-11","2025-10-11","wk inc covid hosp",0,"quantile",0.9,65.5
"Central","2025-10-11","2025-10-11","wk inc covid hosp",0,"quantile",0.975,79.75
"Central","2025-10-11","2025-10-11","wk inc flu hosp",0,"quantile",0.025,0.5
"Central","2025-10-11","2025-10-11","wk inc flu hosp",0,"quantile",0.1,0.5
"Central","2025-10-11","2025-10-11","wk inc flu hosp",0,"quantile",0.25,0.5
"Central","2025-10-11","2025-10-11","wk inc flu hosp",0,"quantile",0.5,1
"Central","2025-10-11","2025-10-11","wk inc flu hosp",0,"quantile",0.75,2
"Central","2025-10-11","2025-10-11","wk inc flu hosp",0,"quantile",0.9,3.75
"Central","2025-10-11","2025-10-11","wk inc flu hosp",0,"quantile",0.975,9.5
"Central","2025-10-11","2025-10-11","wk inc rsv hosp",0,"quantile",0.025,1
"Central","2025-10-11","2025-10-11","wk inc rsv hosp",0,"quantile",0.1,1
"Central","2025-10-11","2025-10-11","wk inc rsv hosp",0,"quantile",0.25,1.5
"Central","2025-10-11","2025-10-11","wk inc rsv hosp",0,"quantile",0.5,1.75
"Central","2025-10-11","2025-10-11","wk inc rsv hosp",0,"quantile",0.75,2.5
"Central","2025-10-11","2025-10-11","wk inc rsv hosp",0,"quantile",0.9,3.75
"Central","2025-10-11","2025-10-11","wk inc rsv hosp",0,"quantile",0.975,6.25
"Central","2025-10-18","2025-10-11","wk inc covid hosp",1,"quantile",0.025,1.25
"Central","2025-10-18","2025-10-11","wk inc covid hosp",1,"quantile",0.1,18.25
"Central","2025-10-18","2025-10-11","wk inc covid hosp",1,"quantile",0.25,40
"Central","2025-10-18","2025-10-11","wk inc covid hosp",1,"quantile",0.5,52.25
"Central","2025-10-18","2025-10-11","wk inc covid hosp",1,"quantile",0.75,64.25
"Central","2025-10-18","2025-10-11","wk inc covid hosp",1,"quantile",0.9,86.75
"Central","2025-10-18","2025-10-11","wk inc covid hosp",1,"quantile",0.975,140.75
"Central","2025-10-18","2025-10-11","wk inc flu hosp",1,"quantile",0.025,0
"Central","2025-10-18","2025-10-11","wk inc flu hosp",1,"quantile",0.1,0
"Central","2025-10-18","2025-10-11","wk inc flu hosp",1,"quantile",0.25,0
"Central","2025-10-18","2025-10-11","wk inc flu hosp",1,"quantile",0.5,1.5
"Central","2025-10-18","2025-10-11","wk inc flu hosp",1,"quantile",0.75,4.5
