"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2025-11-08","2025-11-08","wk inc covid hosp",0,"quantile",0.025,17.75
"Central","2025-11-08","2025-11-08","wk inc covid hosp",0,"quantile",0.1,20.5
"Central","2025-11-08","2025-11-08","wk inc covid hosp",0,"quantile",0.25,25.25
"Central","2025-11-08","2025-11-08","wk inc covid hosp",0,"quantile",0.5,29
"Central","2025-11-08","2025-11-08","wk inc covid hosp",0,"quantile",0.75,32.25
"Central","2025-11-08","2025-11-08","wk inc covid hosp",0,"quantile",0.9,38.75
"Central","2025-11-08","2025-11-08","wk inc covid hosp",0,"quantile",0.975,53
"Central","2025-11-08","2025-11-08","wk inc flu hosp",0,"quantile",0.025,2.75
"Central","2025-11-08","2025-11-08","wk inc flu hosp",0,"quantile",0.1,3.75
"Central","2025-11-08","2025-11-08","wk inc flu hosp",0,"quantile",0.25,4.75
"Central","2025-11-08","2025-11-08","wk inc flu hosp",0,"quantile",0.5,5.75
"Central","2025-11-08","2025-11-08","wk inc flu hosp",0,"quantile",0.75,6.5
"Central","2025-11-08","2025-11-08","wk inc flu hosp",0,"quantile",0.9,8.25
"Central","2025-11-08","2025-11-08","wk inc flu hosp",0,"quantile",0.975,14.25
"Central","2025-11-08","2025-11-08","wk inc rsv hosp",0,"quantile",0.025,0
"Central","2025-11-08","2025-11-08","wk inc rsv hosp",0,"quantile",0.1,0
"Central","2025-11-08","2025-11-08","wk inc rsv hosp",0,"quantile",0.25,0
"Central","2025-11-08","2025-11-08","wk inc rsv hosp",0,"quantile",0.5,0.25
"Central","2025-11-08","2025-11-08","wk inc rsv hosp",0,"quantile",0.75,0.75
"Central","2025-11-08","2025-11-08","wk inc rsv hosp",0,"quantile",0.9,2
"Central","2025-11-08","2025-11-08","wk inc rsv hosp",0,"quantile",0.975,4.75
"Central","2025-11-15","2025-11-08","wk inc covid hosp",1,"quantile",0.025,0
"Central","2025-11-15","2025-11-08","wk inc covid hosp",1,"quantile",0.1,2.75
"Central","2025-11-15","2025-11-08","wk inc covid hosp",1,"quantile",0.25,17.5
"Central","2025-11-15","2025-11-08","wk inc covid hosp",1,"quantile",0.5,28.75
"Central","2025-11-15","2025-11-08","wk inc covid hosp",1,"quantile",0.75,41.25
"Central","2025-11-15","2025-11-08","wk inc covid hosp",1,"quantile",0.9,63.25
"Central","2025-11-15","2025-11-08","wk inc covid hosp",1,"quantile",0.975,117.25
"Central","2025-11-15","2025-11-08","wk inc flu hosp",1,"quantile",0.025,0
