"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2025-11-01","2025-11-01","wk inc covid hosp",0,"quantile",0.025,20.75
"Central","2025-11-01","2025-11-01","wk inc covid hosp",0,"quantile",0.1,23.5
"Central","2025-11-01","2025-11-01","wk inc covid hosp",0,"quantile",0.25,29.5
"Central","2025-11-01","2025-11-01","wk inc covid hosp",0,"quantile",0.5,33
"Central","2025-11-01","2025-11-01","wk inc covid hosp",0,"quantile",0.75,36.25
"Central","2025-11-01","2025-11-01","wk inc covid hosp",0,"quantile",0.9,42.75
"Central","2025-11-01","2025-11-01","wk inc covid hosp",0,"quantile",0.975,57
"Central","2025-11-01","2025-11-01","wk inc flu hosp",0,"quantile",0.025,1.25
"Central","2025-11-01","2025-11-01","wk inc flu hosp",0,"quantile",0.1,1.5
"Central","2025-11-01","2025-11-01","wk inc flu hosp",0,"quantile",0.25,2
"Central","2025-11-01","2025-11-01","wk inc flu hosp",0,"quantile",0.5,3
"Central","2025-11-01","2025-11-01","wk inc flu hosp",0,"quantile",0.75,3.75
"Central","2025-11-01","2025-11-01","wk inc flu hosp",0,"quantile",0.9,5.25
"Central","2025-11-01","2025-11-01","wk inc flu hosp",0,"quantile",0.975,11.5
"Central","2025-11-01","2025-11-01","wk inc rsv hosp",0,"quantile",0.025,0.75
"Central","2025-11-01","2025-11-01","wk inc rsv hosp",0,"quantile",0.1,1
"Central","2025-11-01","2025-11-01","wk inc rsv hosp",0,"quantile",0.25,1.25
"Central","2025-11-01","2025-11-01","wk inc rsv hosp",0,"quantile",0.5,2
"Central","2025-11-01","2025-11-01","wk inc rsv hosp",0,"quantile",0.75,2.5
"Central","2025-11-01","2025-11-01","wk inc rsv hosp",0,"quantile",0.9,3.5
"Central","2025-11-01","2025-11-01","wk inc rsv hosp",0,"quantile",0.975,6.25
"Central","2025-11-08","2025-11-01","wk inc covid hosp",1,"quantile",0.025,0
"Central","2025-11-08","2025-11-01","wk inc covid hosp",1,"quantile",0.1,5
"Central","2025-11-08","2025-11-01","wk inc covid hosp",1,"quantile",0.25,21.75
"Central","2025-11-08","2025-11-01","wk inc covid hosp",1,"quantile",0.5,33.5
"Central","2025-11-08","2025-11-01","wk inc covid hosp",1,"quantile",0.75,45.5
"Central","2025-11-08","2025-11-01","wk inc covid hosp",1,"quantile",0.9,68
"Central","2025-11-08","2025-11-01","wk inc covid hosp",1,"quantile",0.975,121.75
"Central","2025-11-08","2025-11-01","wk inc flu hosp",1,"quantile",0.025,0
"Central","2025-11-08","2025-11-01","wk inc flu hosp",1,"quantile",0.1,0
