"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2025-09-20","2025-09-20","wk inc covid hosp",0,"quantile",0.025,34.5
"Central","2025-09-20","2025-09-20","wk inc covid hosp",0,"quantile",0.1,41
"Central","2025-09-20","2025-09-20","wk inc covid hosp",0,"quantile",0.25,47.75
"Central","2025-09-20","2025-09-20","wk inc covid hosp",0,"quantile",0.5,51.5
"Central","2025-09-20","2025-09-20","wk inc covid hosp",0,"quantile",0.75,55
"Central","2025-09-20","2025-09-20","wk inc covid hosp",0,"quantile",0.9,61.75
"Central","2025-09-20","2025-09-20","wk inc covid hosp",0,"quantile",0.975,75.75
"Central","2025-09-20","2025-09-20","wk inc flu hosp",0,"quantile",0.025,0.25
"Central","2025-09-20","2025-09-20","wk inc flu hosp",0,"quantile",0.1,0.25
"Central","2025-09-20","2025-09-20","wk inc flu hosp",0,"quantile",0.25,0.25
"Central","2025-09-20","2025-09-20","wk inc flu hosp",0,"quantile",0.5,1
"Central","2025-09-20","2025-09-20","wk inc flu hosp",0,"quantile",0.75,1.75
"Central","2025-09-20","2025-09-20","wk inc flu hosp",0,"quantile",0.9,3.25
"Central","2025-09-20","2025-09-20","wk inc flu hosp",0,"quantile",0.975,9.25
"Central","2025-09-20","2025-09-20","wk inc rsv hosp",0,"quantile",0.025,0.5
"Central","2025-09-20","2025-09-20","wk inc rsv hosp",0,"quantile",0.1,0.5
"Central","2025-09-20","2025-09-20","wk inc rsv hosp",0,"quantile",0.25,0.5
"Central","2025-09-20","2025-09-20","wk inc rsv hosp",0,"quantile",0.5,1
"Central","2025-09-20","2025-09-20","wk inc rsv hosp",0,"quantile",0.75,1.75
"Central","2025-09-20","2025-09-20","wk inc rsv hosp",0,"quantile",0.9,2.75
"Central","2025-09-20","2025-09-20","wk inc rsv hosp",0,"quantile",0.975,5.5
"Central","2025-09-27","2025-09-20","wk inc covid hosp",1,"quantile",0.025,2.25
"Central","2025-09-27","2025-09-20","wk inc covid hosp",1,"quantile",0.1,25.5
"Central","2025-09-27","2025-09-20","wk inc covid hosp",1,"quantile",0.25,47.5
"Central","2025-09-27","2025-09-20","wk inc covid hosp",1,"quantile",0.5,59.5
"Central","2025-09-27","2025-09-20","wk inc covid hosp",1,"quantile",0.75,72
"Central","2025-09-27","2025-09-20","wk inc covid hosp",1,"quantile",0.9,95
"Central","2025-09-27","2025-09-20","wk inc covid hosp",1,"quantile",0.975,148.75
"Central","2025-09-27","2025-09-20","wk inc flu hosp",1,"quantile",0.025,0
"Central","2025-09-27","2025-09-20","wk inc flu hosp",1,"quantile",0.1,0
"Central","2025-09-27","2025-09-20","wk inc flu hosp",1,"quantile",0.25,0.25
"Central","2025-09-27","2025-09-20","wk inc flu hosp",1,"quantile",0.5,2.25
"Central","2025-09-27","2025-09-20","wk inc flu hosp",1,"quantile",0.75,5.25
"Central","2025-09-27","2025-09-20","wk inc flu hosp",1,"quantile",0.9,11.75
"Central","2025-09-27","2025-09-20","wk inc flu hosp",1,"quantile",0.975,29.5
"Central","2025-09-27","2025-09-20","wk inc rsv hosp",1,"quantile",0.025,0
"Central","2025-09-27","2025-09-20","wk inc rsv hosp",1,"quantile",0.1,0
"Central","2025-09-27","2025-09-20","wk inc rsv hosp",1,"quantile",0.25,0
"Central","2025-09-27","2025-09-20","wk inc rsv hosp",1,"quantile",0.5,1.25
"Central","2025-09-27","2025-09-20","wk inc rsv hosp",1,"quantile",0.75,3.5
"Central","2025-09-27","2025-09-20","wk inc rsv hosp",1,"quantile",0.9,7.5
"Central","2025-09-27","2025-09-20","wk inc rsv hosp",1,"quantile",0.975,17.5
"Central","2025-10-04","2025-09-20","wk inc covid hosp",2,"quantile",0.025,0
"Central","2025-10-04","2025-09-20","wk inc covid hosp",2,"quantile",0.1,19.25
"Central","2025-10-04","2025-09-20","wk inc covid hosp",2,"quantile",0.25,48.5
"Central","2025-10-04","2025-09-20","wk inc covid hosp",2,"quantile",0.5,67.75
"Central","2025-10-04","2025-09-20","wk inc covid hosp",2,"quantile",0.75,87.75
"Central","2025-10-04","2025-09-20","wk inc covid hosp",2,"quantile",0.9,126.25
"Central","2025-10-04","2025-09-20","wk inc covid hosp",2,"quantile",0.975,227
"Central","2025-10-04","2025-09-20","wk inc flu hosp",2,"quantile",0.025,0
"Central","2025-10-04","2025-09-20","wk inc flu hosp",2,"quantile",0.1,0
"Central","2025-10-04","2025-09-20","wk inc flu hosp",2,"quantile",0.25,0.75
"Central","2025-10-04","2025-09-20","wk inc flu hosp",2,"quantile",0.5,3.75
"Central","2025-10-04","2025-09-20","wk inc flu hosp",2,"quantile",0.75,8.5
"Central","2025-10-04","2025-09-20","wk inc flu hosp",2,"quantile",0.9,18.5
"Central","2025-10-04","2025-09-20","wk inc flu hosp",2,"quantile",0.975,46.5
"Central","2025-10-04","2025-09-20","wk inc rsv hosp",2,"quantile",0.025,0
