"reference_date","target","horizon","target_end_date","location","output_type","output_type_id","value"
2024-12-14,"wk inc covid hosp",-1,2024-12-07,"Central","quantile",0.025,113
2024-12-14,"wk inc covid hosp",0,2024-12-14,"Central","quantile",0.025,99
2024-12-14,"wk inc covid hosp",1,2024-12-21,"Central","quantile",0.025,93
2024-12-14,"wk inc covid hosp",2,2024-12-28,"Central","quantile",0.025,94
2024-12-14,"wk inc covid hosp",3,2025-01-04,"Central","quantile",0.025,87
2024-12-14,"wk inc covid hosp",-1,2024-12-07,"Central","quantile",0.1,127
2024-12-14,"wk inc covid hosp",0,2024-12-14,"Central","quantile",0.1,145
2024-12-14,"wk inc covid hosp",1,2024-12-21,"Central","quantile",0.1,142
2024-12-14,"wk inc covid hosp",2,2024-12-28,"Central","quantile",0.1,174
2024-12-14,"wk inc covid hosp",3,2025-01-04,"Central","quantile",0.1,207
2024-12-14,"wk inc covid hosp",-1,2024-12-07,"Central","quantile",0.25,127
2024-12-14,"wk inc covid hosp",0,2024-12-14,"Central","quantile",0.25,145
2024-12-14,"wk inc covid hosp",1,2024-12-21,"Central","quantile",0.25,142
2024-12-14,"wk inc covid hosp",2,2024-12-28,"Central","quantile",0.25,174
2024-12-14,"wk inc covid hosp",3,2025-01-04,"Central","quantile",0.25,207
2024-12-14,"wk inc covid hosp",-1,2024-12-07,"Central","quantile",0.5,127
2024-12-14,"wk inc covid hosp",0,2024-12-14,"Central","quantile",0.5,145
2024-12-14,"wk inc covid hosp",1,2024-12-21,"Central","quantile",0.5,142
2024-12-14,"wk inc covid hosp",2,2024-12-28,"Central","quantile",0.5,174
2024-12-14,"wk inc covid hosp",3,2025-01-04,"Central","quantile",0.5,207
2024-12-14,"wk inc covid hosp",-1,2024-12-07,"Central","quantile",0.75,127
2024-12-14,"wk inc covid hosp",0,2024-12-14,"Central","quantile",0.75,145
2024-12-14,"wk inc covid hosp",1,2024-12-21,"Central","quantile",0.75,142
2024-12-14,"wk inc covid hosp",2,2024-12-28,"Central","quantile",0.75,174
2024-12-14,"wk inc covid hosp",3,2025-01-04,"Central","quantile",0.75,207
2024-12-14,"wk inc covid hosp",-1,2024-12-07,"Central","quantile",0.9,127
2024-12-14,"wk inc covid hosp",0,2024-12-14,"Central","quantile",0.9,145
2024-12-14,"wk inc covid hosp",1,2024-12-21,"Central","quantile",0.9,142
2024-12-14,"wk inc covid hosp",2,2024-12-28,"Central","quantile",0.9,174
2024-12-14,"wk inc covid hosp",3,2025-01-04,"Central","quantile",0.9,207
2024-12-14,"wk inc covid hosp",-1,2024-12-07,"Central","quantile",0.975,133
2024-12-14,"wk inc covid hosp",0,2024-12-14,"Central","quantile",0.975,145
2024-12-14,"wk inc covid hosp",1,2024-12-21,"Central","quantile",0.975,154
2024-12-14,"wk inc covid hosp",2,2024-12-28,"Central","quantile",0.975,185
2024-12-14,"wk inc covid hosp",3,2025-01-04,"Central","quantile",0.975,207
2024-12-14,"wk inc covid hosp",-1,2024-12-07,"East","quantile",0.025,105
2024-12-14,"wk inc covid hosp",0,2024-12-14,"East","quantile",0.025,94
2024-12-14,"wk inc covid hosp",1,2024-12-21,"East","quantile",0.025,82
2024-12-14,"wk inc covid hosp",2,2024-12-28,"East","quantile",0.025,73
2024-12-14,"wk inc covid hosp",3,2025-01-04,"East","quantile",0.025,60
2024-12-14,"wk inc covid hosp",-1,2024-12-07,"East","quantile",0.1,113
2024-12-14,"wk inc covid hosp",0,2024-12-14,"East","quantile",0.1,104
2024-12-14,"wk inc covid hosp",1,2024-12-21,"East","quantile",0.1,95
2024-12-14,"wk inc covid hosp",2,2024-12-28,"East","quantile",0.1,92
2024-12-14,"wk inc covid hosp",3,2025-01-04,"East","quantile",0.1,81
2024-12-14,"wk inc covid hosp",-1,2024-12-07,"East","quantile",0.25,121
2024-12-14,"wk inc covid hosp",0,2024-12-14,"East","quantile",0.25,110
2024-12-14,"wk inc covid hosp",1,2024-12-21,"East","quantile",0.25,110
2024-12-14,"wk inc covid hosp",2,2024-12-28,"East","quantile",0.25,104
2024-12-14,"wk inc covid hosp",3,2025-01-04,"East","quantile",0.25,96
2024-12-14,"wk inc covid hosp",-1,2024-12-07,"East","quantile",0.5,125
2024-12-14,"wk inc covid hosp",0,2024-12-14,"East","quantile",0.5,117
2024-12-14,"wk inc covid hosp",1,2024-12-21,"East","quantile",0.5,115
2024-12-14,"wk inc covid hosp",2,2024-12-28,"East","quantile",0.5,112
2024-12-14,"wk inc covid hosp",3,2025-01-04,"East","quantile",0.5,109
2024-12-14,"wk inc covid hosp",-1,2024-12-07,"East","quantile",0.75,130
2024-12-14,"wk inc covid hosp",0,2024-12-14,"East","quantile",0.75,132
2024-12-14,"wk inc covid hosp",1,2024-12-21,"East","quantile",0.75,148
2024-12-14,"wk inc covid hosp",2,2024-12-28,"East","quantile",0.75,126
