"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2025-10-11,"0.025",0,2025-10-11,"wk inc covid hosp",0,"quantile"
"Central",2025-10-11,"0.1",19,2025-10-11,"wk inc covid hosp",0,"quantile"
"Central",2025-10-11,"0.25",42,2025-10-11,"wk inc covid hosp",0,"quantile"
"Central",2025-10-11,"0.5",55,2025-10-11,"wk inc covid hosp",0,"quantile"
"Central",2025-10-11,"0.75",68,2025-10-11,"wk inc covid hosp",0,"quantile"
"Central",2025-10-11,"0.9",91,2025-10-11,"wk inc covid hosp",0,"quantile"
"Central",2025-10-11,"0.975",136,2025-10-11,"wk inc covid hosp",0,"quantile"
"Central",2025-10-18,"0.025",0,2025-10-11,"wk inc covid hosp",1,"quantile"
"Central",2025-10-18,"0.1",2,2025-10-11,"wk inc covid hosp",1,"quantile"
"Central",2025-10-18,"0.25",31,2025-10-11,"wk inc covid hosp",1,"quantile"
"Central",2025-10-18,"0.5",55,2025-10-11,"wk inc covid hosp",1,"quantile"
"Central",2025-10-18,"0.75",79,2025-10-11,"wk inc covid hosp",1,"quantile"
"Central",2025-10-18,"0.9",112,2025-10-11,"wk inc covid hosp",1,"quantile"
"Central",2025-10-18,"0.975",171,2025-10-11,"wk inc covid hosp",1,"quantile"
"Central",2025-10-25,"0.025",0,2025-10-11,"wk inc covid hosp",2,"quantile"
"Central",2025-10-25,"0.1",0,2025-10-11,"wk inc covid hosp",2,"quantile"
"Central",2025-10-25,"0.25",23,2025-10-11,"wk inc covid hosp",2,"quantile"
"Central",2025-10-25,"0.5",55,2025-10-11,"wk inc covid hosp",2,"quantile"
"Central",2025-10-25,"0.75",89,2025-10-11,"wk inc covid hosp",2,"quantile"
"Central",2025-10-25,"0.9",130,2025-10-11,"wk inc covid hosp",2,"quantile"
"Central",2025-10-25,"0.975",211,2025-10-11,"wk inc covid hosp",2,"quantile"
"Central",2025-11-01,"0.025",0,2025-10-11,"wk inc covid hosp",3,"quantile"
"Central",2025-11-01,"0.1",0,2025-10-11,"wk inc covid hosp",3,"quantile"
"Central",2025-11-01,"0.25",16,2025-10-11,"wk inc covid hosp",3,"quantile"
"Central",2025-11-01,"0.5",55,2025-10-11,"wk inc covid hosp",3,"quantile"
"Central",2025-11-01,"0.75",96,2025-10-11,"wk inc covid hosp",3,"quantile"
"Central",2025-11-01,"0.9",145,2025-10-11,"wk inc covid hosp",3,"quantile"
"Central",2025-11-01,"0.975",236,2025-10-11,"wk inc covid hosp",3,"quantile"
"East",2025-10-11,"0.025",0,2025-10-11,"wk inc covid hosp",0,"quantile"
"East",2025-10-11,"0.1",34,2025-10-11,"wk inc covid hosp",0,"quantile"
"East",2025-10-11,"0.25",52,2025-10-11,"wk inc covid hosp",0,"quantile"
