"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"North East",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.25",29,"quantile"
"North East",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.5",41,"quantile"
"North East",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.75",53,"quantile"
"North East",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.9",66,"quantile"
"North East",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.975",82,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.025",0,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.1",12,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.25",27,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.5",41,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.75",55,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.9",70,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.975",88,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.025",0,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.1",7,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.25",11,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.5",14,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.75",17,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.9",21,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.975",31,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.025",0,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.1",3,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.25",9,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.5",14,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.75",19,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.9",25,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.975",36,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.025",0,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.1",0,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.25",7,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.5",14,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.75",21,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.9",29,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.975",39,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.025",0,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.1",0,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.25",6,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.5",14,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.75",22,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.9",31,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.975",43,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.025",289,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.1",455,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.25",566,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.5",631,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.75",696,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.9",807,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.975",973,"quantile"
"Ontario",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.025",109,"quantile"
"Ontario",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.1",366,"quantile"
"Ontario",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.25",518,"quantile"
"Ontario",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.5",631,"quantile"
"Ontario",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.75",744,"quantile"
"Ontario",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.9",898,"quantile"
"Ontario",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.975",1163,"quantile"
"Ontario",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.025",0,"quantile"
"Ontario",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.1",297,"quantile"
"Ontario",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.25",476,"quantile"
"Ontario",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.5",631,"quantile"
"Ontario",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.75",787,"quantile"
"Ontario",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.9",969,"quantile"
"Ontario",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.975",1336,"quantile"
"Ontario",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.025",0,"quantile"
"Ontario",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.1",231,"quantile"
"Ontario",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.25",441,"quantile"
"Ontario",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.5",631,"quantile"
"Ontario",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.75",820,"quantile"
"Ontario",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.9",1035,"quantile"
"Ontario",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.975",1460,"quantile"
"Toronto",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.1",58,"quantile"
"Toronto",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.25",94,"quantile"
"Toronto",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.5",114,"quantile"
"Toronto",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.75",134,"quantile"
"Toronto",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.9",170,"quantile"
"Toronto",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.975",233,"quantile"
"Toronto",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.1",26,"quantile"
"Toronto",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.25",77,"quantile"
"Toronto",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.5",114,"quantile"
"Toronto",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.75",151,"quantile"
"Toronto",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.9",204,"quantile"
"Toronto",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.975",299,"quantile"
"Toronto",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.1",4,"quantile"
"Toronto",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.25",63,"quantile"
"Toronto",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.5",114,"quantile"
"Toronto",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.75",166,"quantile"
"Toronto",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.9",229,"quantile"
"Toronto",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.975",359,"quantile"
"Toronto",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.1",0,"quantile"
"Toronto",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.25",52,"quantile"
"Toronto",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.5",114,"quantile"
"Toronto",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.75",178,"quantile"
"Toronto",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.9",251,"quantile"
"Toronto",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.975",405,"quantile"
"West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.025",100,"quantile"
"West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.1",149,"quantile"
"West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.25",186,"quantile"
"West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.5",206,"quantile"
"West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.75",226,"quantile"
"West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.9",263,"quantile"
"West",0,2024-12-07,2024-12-07,"wk inc covid hosp","0.975",312,"quantile"
"West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.025",35,"quantile"
"West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.1",118,"quantile"
"West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.25",168,"quantile"
"West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.5",206,"quantile"
"West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.75",244,"quantile"
"West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.9",294,"quantile"
"West",1,2024-12-07,2024-12-14,"wk inc covid hosp","0.975",381,"quantile"
"West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.025",0,"quantile"
"West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.1",96,"quantile"
"West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.25",154,"quantile"
"West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.5",206,"quantile"
"West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.75",257,"quantile"
"West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.9",316,"quantile"
"West",2,2024-12-07,2024-12-21,"wk inc covid hosp","0.975",418,"quantile"
"West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.025",0,"quantile"
"West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.1",75,"quantile"
"West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.25",143,"quantile"
"West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.5",206,"quantile"
"West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.75",269,"quantile"
"West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.9",337,"quantile"
"West",3,2024-12-07,2024-12-28,"wk inc covid hosp","0.975",446,"quantile"
"Central",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.025",8,"quantile"
"Central",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.1",15,"quantile"
"Central",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.25",18,"quantile"
"Central",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.5",20,"quantile"
"Central",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.75",22,"quantile"
"Central",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.9",25,"quantile"
"Central",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.975",32,"quantile"
"Central",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.025",5,"quantile"
"Central",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.1",11,"quantile"
"Central",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.25",16,"quantile"
"Central",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.5",20,"quantile"
"Central",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.75",24,"quantile"
"Central",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.9",29,"quantile"
"Central",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.975",35,"quantile"
"Central",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.025",2,"quantile"
"Central",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.1",9,"quantile"
"Central",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.25",15,"quantile"
"Central",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.5",20,"quantile"
"Central",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.75",25,"quantile"
"Central",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.9",31,"quantile"
"Central",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.975",38,"quantile"
"Central",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.025",0,"quantile"
"Central",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.1",8,"quantile"
"Central",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.25",14,"quantile"
"Central",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.5",20,"quantile"
"Central",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.75",26,"quantile"
"Central",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.9",32,"quantile"
"Central",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.975",40,"quantile"
"East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.025",24,"quantile"
"East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.1",28,"quantile"
"East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.25",30,"quantile"
"East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.5",32,"quantile"
"East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.75",34,"quantile"
"East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.9",36,"quantile"
"East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.975",40,"quantile"
"East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.025",20,"quantile"
"East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.1",26,"quantile"
"East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.25",29,"quantile"
"East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.5",32,"quantile"
"East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.75",35,"quantile"
"East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.9",38,"quantile"
"East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.975",44,"quantile"
"East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.025",16,"quantile"
"East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.1",24,"quantile"
"East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.25",28,"quantile"
"East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.5",32,"quantile"
"East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.75",36,"quantile"
"East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.9",40,"quantile"
"East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.975",48,"quantile"
"East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.025",13,"quantile"
"East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.1",23,"quantile"
"East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.25",28,"quantile"
"East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.5",32,"quantile"
"East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.75",37,"quantile"
"East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.9",41,"quantile"
"East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.975",51,"quantile"
"North East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.025",0,"quantile"
"North East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.1",3,"quantile"
"North East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.25",4,"quantile"
"North East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.5",5,"quantile"
"North East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.75",6,"quantile"
"North East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.9",7,"quantile"
"North East",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.975",10,"quantile"
"North East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.025",0,"quantile"
"North East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.1",1,"quantile"
"North East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.25",4,"quantile"
"North East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.5",5,"quantile"
"North East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.75",6,"quantile"
"North East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.9",9,"quantile"
"North East",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.975",12,"quantile"
"North East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.025",0,"quantile"
"North East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.1",0,"quantile"
"North East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.25",3,"quantile"
"North East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.5",5,"quantile"
"North East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.75",7,"quantile"
"North East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.9",10,"quantile"
"North East",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.975",14,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.025",0,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.1",0,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.25",2,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.5",5,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.75",8,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.9",10,"quantile"
"North East",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.975",15,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.025",0,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.1",0,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.25",0,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.5",0,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.75",0,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.9",1,"quantile"
"North West",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.975",2,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.025",0,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.1",0,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.25",0,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.5",0,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.75",1,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.9",2,"quantile"
"North West",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.975",4,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.025",0,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.1",0,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.25",0,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.5",0,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.75",1,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.9",2,"quantile"
"North West",2,2024-12-07,2024-12-21,"wk inc rsv hosp","0.975",6,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.025",0,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.1",0,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.25",0,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.5",0,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.75",1,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.9",3,"quantile"
"North West",3,2024-12-07,2024-12-28,"wk inc rsv hosp","0.975",7,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.025",72,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.1",90,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.25",103,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.5",108,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.75",113,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.9",126,"quantile"
"Ontario",0,2024-12-07,2024-12-07,"wk inc rsv hosp","0.975",144,"quantile"
"Ontario",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.025",63,"quantile"
"Ontario",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.1",82,"quantile"
"Ontario",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.25",98,"quantile"
"Ontario",1,2024-12-07,2024-12-14,"wk inc rsv hosp","0.5",108,"quantile"
