"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2025-11-15,"0.025",0,2025-11-15,"wk inc covid hosp",0,"quantile"
"Central",2025-11-15,"0.1",10,2025-11-15,"wk inc covid hosp",0,"quantile"
"Central",2025-11-15,"0.25",34,2025-11-15,"wk inc covid hosp",0,"quantile"
"Central",2025-11-15,"0.5",46,2025-11-15,"wk inc covid hosp",0,"quantile"
"Central",2025-11-15,"0.75",58,2025-11-15,"wk inc covid hosp",0,"quantile"
"Central",2025-11-15,"0.9",82,2025-11-15,"wk inc covid hosp",0,"quantile"
"Central",2025-11-15,"0.975",127,2025-11-15,"wk inc covid hosp",0,"quantile"
"Central",2025-11-22,"0.025",0,2025-11-15,"wk inc covid hosp",1,"quantile"
"Central",2025-11-22,"0.1",0,2025-11-15,"wk inc covid hosp",1,"quantile"
"Central",2025-11-22,"0.25",23,2025-11-15,"wk inc covid hosp",1,"quantile"
"Central",2025-11-22,"0.5",46,2025-11-15,"wk inc covid hosp",1,"quantile"
"Central",2025-11-22,"0.75",70,2025-11-15,"wk inc covid hosp",1,"quantile"
"Central",2025-11-22,"0.9",103,2025-11-15,"wk inc covid hosp",1,"quantile"
"Central",2025-11-22,"0.975",161,2025-11-15,"wk inc covid hosp",1,"quantile"
"Central",2025-11-29,"0.025",0,2025-11-15,"wk inc covid hosp",2,"quantile"
"Central",2025-11-29,"0.1",0,2025-11-15,"wk inc covid hosp",2,"quantile"
"Central",2025-11-29,"0.25",14,2025-11-15,"wk inc covid hosp",2,"quantile"
"Central",2025-11-29,"0.5",46,2025-11-15,"wk inc covid hosp",2,"quantile"
"Central",2025-11-29,"0.75",79,2025-11-15,"wk inc covid hosp",2,"quantile"
"Central",2025-11-29,"0.9",120,2025-11-15,"wk inc covid hosp",2,"quantile"
"Central",2025-11-29,"0.975",202,2025-11-15,"wk inc covid hosp",2,"quantile"
"Central",2025-12-06,"0.025",0,2025-11-15,"wk inc covid hosp",3,"quantile"
"Central",2025-12-06,"0.1",0,2025-11-15,"wk inc covid hosp",3,"quantile"
"Central",2025-12-06,"0.25",7,2025-11-15,"wk inc covid hosp",3,"quantile"
"Central",2025-12-06,"0.5",46,2025-11-15,"wk inc covid hosp",3,"quantile"
"Central",2025-12-06,"0.75",86,2025-11-15,"wk inc covid hosp",3,"quantile"
"Central",2025-12-06,"0.9",134,2025-11-15,"wk inc covid hosp",3,"quantile"
"Central",2025-12-06,"0.975",227,2025-11-15,"wk inc covid hosp",3,"quantile"
"East",2025-11-15,"0.025",0,2025-11-15,"wk inc covid hosp",0,"quantile"
"East",2025-11-15,"0.1",8,2025-11-15,"wk inc covid hosp",0,"quantile"
"East",2025-11-15,"0.25",26,2025-11-15,"wk inc covid hosp",0,"quantile"
"East",2025-11-15,"0.5",35,2025-11-15,"wk inc covid hosp",0,"quantile"
"East",2025-11-15,"0.75",44,2025-11-15,"wk inc covid hosp",0,"quantile"
"East",2025-11-15,"0.9",62,2025-11-15,"wk inc covid hosp",0,"quantile"
"East",2025-11-15,"0.975",97,2025-11-15,"wk inc covid hosp",0,"quantile"
"East",2025-11-22,"0.025",0,2025-11-15,"wk inc covid hosp",1,"quantile"
"East",2025-11-22,"0.1",0,2025-11-15,"wk inc covid hosp",1,"quantile"
"East",2025-11-22,"0.25",17,2025-11-15,"wk inc covid hosp",1,"quantile"
"East",2025-11-22,"0.5",35,2025-11-15,"wk inc covid hosp",1,"quantile"
