"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2026-01-03,"0.025",0,2026-01-03,"wk inc covid hosp",0,"quantile"
"Central",2026-01-03,"0.1",8,2026-01-03,"wk inc covid hosp",0,"quantile"
"Central",2026-01-03,"0.25",32,2026-01-03,"wk inc covid hosp",0,"quantile"
"Central",2026-01-03,"0.5",44,2026-01-03,"wk inc covid hosp",0,"quantile"
"Central",2026-01-03,"0.75",56,2026-01-03,"wk inc covid hosp",0,"quantile"
"Central",2026-01-03,"0.9",80,2026-01-03,"wk inc covid hosp",0,"quantile"
"Central",2026-01-03,"0.975",125,2026-01-03,"wk inc covid hosp",0,"quantile"
"Central",2026-01-10,"0.025",0,2026-01-03,"wk inc covid hosp",1,"quantile"
"Central",2026-01-10,"0.1",0,2026-01-03,"wk inc covid hosp",1,"quantile"
"Central",2026-01-10,"0.25",21,2026-01-03,"wk inc covid hosp",1,"quantile"
"Central",2026-01-10,"0.5",44,2026-01-03,"wk inc covid hosp",1,"quantile"
"Central",2026-01-10,"0.75",68,2026-01-03,"wk inc covid hosp",1,"quantile"
"Central",2026-01-10,"0.9",100,2026-01-03,"wk inc covid hosp",1,"quantile"
"Central",2026-01-10,"0.975",158,2026-01-03,"wk inc covid hosp",1,"quantile"
"Central",2026-01-17,"0.025",0,2026-01-03,"wk inc covid hosp",2,"quantile"
"Central",2026-01-17,"0.1",0,2026-01-03,"wk inc covid hosp",2,"quantile"
"Central",2026-01-17,"0.25",13,2026-01-03,"wk inc covid hosp",2,"quantile"
"Central",2026-01-17,"0.5",44,2026-01-03,"wk inc covid hosp",2,"quantile"
"Central",2026-01-17,"0.75",76,2026-01-03,"wk inc covid hosp",2,"quantile"
"Central",2026-01-17,"0.9",117,2026-01-03,"wk inc covid hosp",2,"quantile"
"Central",2026-01-17,"0.975",196,2026-01-03,"wk inc covid hosp",2,"quantile"
"Central",2026-01-24,"0.025",0,2026-01-03,"wk inc covid hosp",3,"quantile"
"Central",2026-01-24,"0.1",0,2026-01-03,"wk inc covid hosp",3,"quantile"
"Central",2026-01-24,"0.25",6,2026-01-03,"wk inc covid hosp",3,"quantile"
"Central",2026-01-24,"0.5",44,2026-01-03,"wk inc covid hosp",3,"quantile"
"Central",2026-01-24,"0.75",83,2026-01-03,"wk inc covid hosp",3,"quantile"
"Central",2026-01-24,"0.9",130,2026-01-03,"wk inc covid hosp",3,"quantile"
"Central",2026-01-24,"0.975",220,2026-01-03,"wk inc covid hosp",3,"quantile"
"East",2026-01-03,"0.025",0,2026-01-03,"wk inc covid hosp",0,"quantile"
"East",2026-01-03,"0.1",26,2026-01-03,"wk inc covid hosp",0,"quantile"
"East",2026-01-03,"0.25",42,2026-01-03,"wk inc covid hosp",0,"quantile"
"East",2026-01-03,"0.5",52,2026-01-03,"wk inc covid hosp",0,"quantile"
