"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"Ontario",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.025",0,"quantile"
"Ontario",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.1",269,"quantile"
"Ontario",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.25",448,"quantile"
"Ontario",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.5",603,"quantile"
"Ontario",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.75",756,"quantile"
"Ontario",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.9",937,"quantile"
"Ontario",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.975",1307,"quantile"
"Ontario",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.025",0,"quantile"
"Ontario",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.1",204,"quantile"
"Ontario",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.25",414,"quantile"
"Ontario",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.5",603,"quantile"
"Ontario",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.75",791,"quantile"
"Ontario",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.9",1006,"quantile"
"Ontario",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.975",1431,"quantile"
"Toronto",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.025",10,"quantile"
"Toronto",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.1",73,"quantile"
"Toronto",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.25",109,"quantile"
"Toronto",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.5",129,"quantile"
"Toronto",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.75",149,"quantile"
"Toronto",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.9",185,"quantile"
"Toronto",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.975",248,"quantile"
"Toronto",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.1",40,"quantile"
"Toronto",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.25",92,"quantile"
"Toronto",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.5",129,"quantile"
"Toronto",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.75",166,"quantile"
"Toronto",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.9",219,"quantile"
"Toronto",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.975",314,"quantile"
"Toronto",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.1",18,"quantile"
"Toronto",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.25",78,"quantile"
"Toronto",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.5",129,"quantile"
"Toronto",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.75",181,"quantile"
"Toronto",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.9",244,"quantile"
"Toronto",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.975",375,"quantile"
"Toronto",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.1",0,"quantile"
"Toronto",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.25",66,"quantile"
"Toronto",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.5",129,"quantile"
"Toronto",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.75",192,"quantile"
"Toronto",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.9",267,"quantile"
"Toronto",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.975",418,"quantile"
"West",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.025",76,"quantile"
"West",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.1",125,"quantile"
"West",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.25",162,"quantile"
"West",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.5",182,"quantile"
"West",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.75",202,"quantile"
"West",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.9",239,"quantile"
"West",0,2024-12-14,2024-12-14,"wk inc covid hosp","0.975",288,"quantile"
"West",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.025",14,"quantile"
"West",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.1",95,"quantile"
"West",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.25",143,"quantile"
"West",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.5",182,"quantile"
"West",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.75",220,"quantile"
"West",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.9",269,"quantile"
"West",1,2024-12-14,2024-12-21,"wk inc covid hosp","0.975",356,"quantile"
"West",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.025",0,"quantile"
"West",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.1",72,"quantile"
"West",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.25",130,"quantile"
"West",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.5",182,"quantile"
"West",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.75",234,"quantile"
"West",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.9",292,"quantile"
"West",2,2024-12-14,2024-12-28,"wk inc covid hosp","0.975",393,"quantile"
"West",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.025",0,"quantile"
"West",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.1",52,"quantile"
"West",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.25",119,"quantile"
"West",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.5",182,"quantile"
"West",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.75",245,"quantile"
"West",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.9",313,"quantile"
"West",3,2024-12-14,2025-01-04,"wk inc covid hosp","0.975",422,"quantile"
"Central",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.025",10,"quantile"
"Central",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.1",17,"quantile"
"Central",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.25",20,"quantile"
"Central",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.5",22,"quantile"
"Central",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.75",24,"quantile"
"Central",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.9",27,"quantile"
"Central",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.975",34,"quantile"
"Central",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.025",7,"quantile"
"Central",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.1",14,"quantile"
"Central",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.25",18,"quantile"
"Central",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.5",22,"quantile"
"Central",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.75",26,"quantile"
"Central",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.9",30,"quantile"
"Central",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.975",37,"quantile"
"Central",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.025",4,"quantile"
"Central",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.1",11,"quantile"
"Central",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.25",17,"quantile"
"Central",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.5",22,"quantile"
"Central",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.75",27,"quantile"
"Central",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.9",33,"quantile"
"Central",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.975",40,"quantile"
"Central",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.025",2,"quantile"
"Central",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.1",10,"quantile"
"Central",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.25",16,"quantile"
"Central",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.5",22,"quantile"
"Central",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.75",28,"quantile"
"Central",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.9",34,"quantile"
"Central",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.975",42,"quantile"
"East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.025",32,"quantile"
"East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.1",37,"quantile"
"East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.25",39,"quantile"
"East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.5",41,"quantile"
"East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.75",43,"quantile"
"East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.9",45,"quantile"
"East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.975",50,"quantile"
"East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.025",28,"quantile"
"East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.1",35,"quantile"
"East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.25",38,"quantile"
"East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.5",41,"quantile"
"East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.75",44,"quantile"
"East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.9",47,"quantile"
"East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.975",54,"quantile"
"East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.025",25,"quantile"
"East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.1",33,"quantile"
"East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.25",37,"quantile"
"East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.5",41,"quantile"
"East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.75",45,"quantile"
"East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.9",49,"quantile"
"East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.975",57,"quantile"
"East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.025",22,"quantile"
"East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.1",31,"quantile"
"East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.25",36,"quantile"
"East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.5",41,"quantile"
"East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.75",46,"quantile"
"East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.9",51,"quantile"
"East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.975",60,"quantile"
"North East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.025",4,"quantile"
"North East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.1",7,"quantile"
"North East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.25",8,"quantile"
"North East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.5",9,"quantile"
"North East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.75",10,"quantile"
"North East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.9",11,"quantile"
"North East",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.975",14,"quantile"
"North East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.025",2,"quantile"
"North East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.1",5,"quantile"
"North East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.25",7,"quantile"
"North East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.5",9,"quantile"
"North East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.75",11,"quantile"
"North East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.9",13,"quantile"
"North East",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.975",16,"quantile"
"North East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.025",0,"quantile"
"North East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.1",4,"quantile"
"North East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.25",7,"quantile"
"North East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.5",9,"quantile"
"North East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.75",11,"quantile"
"North East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.9",14,"quantile"
"North East",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.975",18,"quantile"
"North East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.025",0,"quantile"
"North East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.1",3,"quantile"
"North East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.25",6,"quantile"
"North East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.5",9,"quantile"
"North East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.75",12,"quantile"
"North East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.9",15,"quantile"
"North East",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.975",19,"quantile"
"North West",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.025",0,"quantile"
"North West",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.1",0,"quantile"
"North West",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.25",0,"quantile"
"North West",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.5",0,"quantile"
"North West",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.75",0,"quantile"
"North West",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.9",1,"quantile"
"North West",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.975",2,"quantile"
"North West",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.025",0,"quantile"
"North West",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.1",0,"quantile"
"North West",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.25",0,"quantile"
"North West",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.5",0,"quantile"
"North West",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.75",1,"quantile"
"North West",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.9",2,"quantile"
"North West",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.975",4,"quantile"
"North West",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.025",0,"quantile"
"North West",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.1",0,"quantile"
"North West",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.25",0,"quantile"
"North West",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.5",0,"quantile"
"North West",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.75",1,"quantile"
"North West",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.9",2,"quantile"
"North West",2,2024-12-14,2024-12-28,"wk inc rsv hosp","0.975",6,"quantile"
"North West",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.025",0,"quantile"
"North West",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.1",0,"quantile"
"North West",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.25",0,"quantile"
"North West",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.5",0,"quantile"
"North West",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.75",1,"quantile"
"North West",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.9",3,"quantile"
"North West",3,2024-12-14,2025-01-04,"wk inc rsv hosp","0.975",7,"quantile"
"Ontario",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.025",95,"quantile"
"Ontario",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.1",112,"quantile"
"Ontario",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.25",126,"quantile"
"Ontario",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.5",131,"quantile"
"Ontario",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.75",136,"quantile"
"Ontario",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.9",150,"quantile"
"Ontario",0,2024-12-14,2024-12-14,"wk inc rsv hosp","0.975",167,"quantile"
"Ontario",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.025",87,"quantile"
"Ontario",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.1",105,"quantile"
"Ontario",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.25",121,"quantile"
"Ontario",1,2024-12-14,2024-12-21,"wk inc rsv hosp","0.5",131,"quantile"
