"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2025-11-08,"0.025",0,2025-11-08,"wk inc covid hosp",0,"quantile"
"Central",2025-11-08,"0.1",0,2025-11-08,"wk inc covid hosp",0,"quantile"
"Central",2025-11-08,"0.25",17,2025-11-08,"wk inc covid hosp",0,"quantile"
"Central",2025-11-08,"0.5",29,2025-11-08,"wk inc covid hosp",0,"quantile"
"Central",2025-11-08,"0.75",41,2025-11-08,"wk inc covid hosp",0,"quantile"
"Central",2025-11-08,"0.9",65,2025-11-08,"wk inc covid hosp",0,"quantile"
"Central",2025-11-08,"0.975",110,2025-11-08,"wk inc covid hosp",0,"quantile"
"Central",2025-11-15,"0.025",0,2025-11-08,"wk inc covid hosp",1,"quantile"
"Central",2025-11-15,"0.1",0,2025-11-08,"wk inc covid hosp",1,"quantile"
"Central",2025-11-15,"0.25",8,2025-11-08,"wk inc covid hosp",1,"quantile"
"Central",2025-11-15,"0.5",29,2025-11-08,"wk inc covid hosp",1,"quantile"
"Central",2025-11-15,"0.75",54,2025-11-08,"wk inc covid hosp",1,"quantile"
"Central",2025-11-15,"0.9",86,2025-11-08,"wk inc covid hosp",1,"quantile"
"Central",2025-11-15,"0.975",144,2025-11-08,"wk inc covid hosp",1,"quantile"
"Central",2025-11-22,"0.025",0,2025-11-08,"wk inc covid hosp",2,"quantile"
"Central",2025-11-22,"0.1",0,2025-11-08,"wk inc covid hosp",2,"quantile"
"Central",2025-11-22,"0.25",0,2025-11-08,"wk inc covid hosp",2,"quantile"
"Central",2025-11-22,"0.5",29,2025-11-08,"wk inc covid hosp",2,"quantile"
"Central",2025-11-22,"0.75",62,2025-11-08,"wk inc covid hosp",2,"quantile"
"Central",2025-11-22,"0.9",103,2025-11-08,"wk inc covid hosp",2,"quantile"
"Central",2025-11-22,"0.975",184,2025-11-08,"wk inc covid hosp",2,"quantile"
"Central",2025-11-29,"0.025",0,2025-11-08,"wk inc covid hosp",3,"quantile"
"Central",2025-11-29,"0.1",0,2025-11-08,"wk inc covid hosp",3,"quantile"
"Central",2025-11-29,"0.25",0,2025-11-08,"wk inc covid hosp",3,"quantile"
"Central",2025-11-29,"0.5",29,2025-11-08,"wk inc covid hosp",3,"quantile"
"Central",2025-11-29,"0.75",69,2025-11-08,"wk inc covid hosp",3,"quantile"
"Central",2025-11-29,"0.9",116,2025-11-08,"wk inc covid hosp",3,"quantile"
"Central",2025-11-29,"0.975",209,2025-11-08,"wk inc covid hosp",3,"quantile"
"East",2025-11-08,"0.025",0,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-08,"0.1",0,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-08,"0.25",13,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-08,"0.5",22,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-08,"0.75",31,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-08,"0.9",49,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-08,"0.975",84,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-15,"0.025",0,2025-11-08,"wk inc covid hosp",1,"quantile"
"East",2025-11-15,"0.1",0,2025-11-08,"wk inc covid hosp",1,"quantile"
"East",2025-11-15,"0.25",6,2025-11-08,"wk inc covid hosp",1,"quantile"
"East",2025-11-15,"0.5",22,2025-11-08,"wk inc covid hosp",1,"quantile"
"East",2025-11-15,"0.75",41,2025-11-08,"wk inc covid hosp",1,"quantile"
"East",2025-11-15,"0.9",68,2025-11-08,"wk inc covid hosp",1,"quantile"
"East",2025-11-15,"0.975",112,2025-11-08,"wk inc covid hosp",1,"quantile"
"East",2025-11-22,"0.025",0,2025-11-08,"wk inc covid hosp",2,"quantile"
"East",2025-11-22,"0.1",0,2025-11-08,"wk inc covid hosp",2,"quantile"
"East",2025-11-22,"0.25",0,2025-11-08,"wk inc covid hosp",2,"quantile"
"East",2025-11-22,"0.5",22,2025-11-08,"wk inc covid hosp",2,"quantile"
"East",2025-11-22,"0.75",47,2025-11-08,"wk inc covid hosp",2,"quantile"
"East",2025-11-22,"0.9",80,2025-11-08,"wk inc covid hosp",2,"quantile"
"East",2025-11-22,"0.975",132,2025-11-08,"wk inc covid hosp",2,"quantile"
