"location","horizon","reference_date","target_end_date","target","output_type_id","value","output_type"
"Toronto",0,2025-01-18,2025-01-18,"wk inc covid hosp","0.975",333,"quantile"
"Toronto",1,2025-01-18,2025-01-25,"wk inc covid hosp","0.025",38,"quantile"
"Toronto",1,2025-01-18,2025-01-25,"wk inc covid hosp","0.975",395,"quantile"
"Toronto",2,2025-01-18,2025-02-01,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",2,2025-01-18,2025-02-01,"wk inc covid hosp","0.975",455,"quantile"
"Toronto",3,2025-01-18,2025-02-08,"wk inc covid hosp","0.025",0,"quantile"
"Toronto",3,2025-01-18,2025-02-08,"wk inc covid hosp","0.975",499,"quantile"
"West",0,2025-01-18,2025-01-18,"wk inc covid hosp","0.025",177,"quantile"
"West",0,2025-01-18,2025-01-18,"wk inc covid hosp","0.975",385,"quantile"
"West",1,2025-01-18,2025-01-25,"wk inc covid hosp","0.025",110,"quantile"
"West",1,2025-01-18,2025-01-25,"wk inc covid hosp","0.975",453,"quantile"
"West",2,2025-01-18,2025-02-01,"wk inc covid hosp","0.025",75,"quantile"
"West",2,2025-01-18,2025-02-01,"wk inc covid hosp","0.975",490,"quantile"
"West",3,2025-01-18,2025-02-08,"wk inc covid hosp","0.025",45,"quantile"
"West",3,2025-01-18,2025-02-08,"wk inc covid hosp","0.975",520,"quantile"
"Central",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.025",64,"quantile"
"Central",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.975",90,"quantile"
"Central",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.025",61,"quantile"
"Central",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.975",93,"quantile"
"Central",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.025",57,"quantile"
"Central",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.975",97,"quantile"
"Central",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.025",54,"quantile"
"Central",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.975",100,"quantile"
"East",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.025",75,"quantile"
"East",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.975",97,"quantile"
"East",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.025",70,"quantile"
"East",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.975",102,"quantile"
"East",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.025",66,"quantile"
"East",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.975",106,"quantile"
"East",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.025",63,"quantile"
"East",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.975",109,"quantile"
"North East",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.025",9,"quantile"
"North East",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.975",19,"quantile"
"North East",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.025",7,"quantile"
"North East",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.975",21,"quantile"
"North East",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.025",5,"quantile"
"North East",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.975",23,"quantile"
"North East",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.025",4,"quantile"
"North East",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.975",24,"quantile"
"North West",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.025",0,"quantile"
"North West",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.975",4,"quantile"
"North West",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.025",0,"quantile"
"North West",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.975",6,"quantile"
"North West",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.025",0,"quantile"
"North West",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.975",8,"quantile"
"North West",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.025",0,"quantile"
"North West",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.975",8,"quantile"
"Ontario",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.025",336,"quantile"
"Ontario",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.975",414,"quantile"
"Ontario",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.025",323,"quantile"
"Ontario",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.975",427,"quantile"
"Ontario",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.025",310,"quantile"
"Ontario",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.975",439,"quantile"
"Ontario",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.025",301,"quantile"
"Ontario",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.975",449,"quantile"
"Toronto",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.025",88,"quantile"
"Toronto",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.975",112,"quantile"
"Toronto",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.025",86,"quantile"
"Toronto",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.975",114,"quantile"
"Toronto",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.025",83,"quantile"
"Toronto",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.975",117,"quantile"
"Toronto",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.025",80,"quantile"
"Toronto",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.975",120,"quantile"
"West",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.025",75,"quantile"
"West",0,2025-01-18,2025-01-18,"wk inc rsv hosp","0.975",111,"quantile"
"West",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.025",71,"quantile"
"West",1,2025-01-18,2025-01-25,"wk inc rsv hosp","0.975",114,"quantile"
"West",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.025",67,"quantile"
"West",2,2025-01-18,2025-02-01,"wk inc rsv hosp","0.975",119,"quantile"
"West",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.025",64,"quantile"
"West",3,2025-01-18,2025-02-08,"wk inc rsv hosp","0.975",122,"quantile"
"Central",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.025",104,"quantile"
"Central",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.975",150,"quantile"
"Central",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.025",96,"quantile"
"Central",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.975",158,"quantile"
"Central",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.025",91,"quantile"
"Central",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.975",163,"quantile"
"Central",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.025",87,"quantile"
"Central",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.975",167,"quantile"
"East",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.025",72,"quantile"
"East",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.975",112,"quantile"
"East",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.025",68,"quantile"
"East",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.975",117,"quantile"
"East",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.025",63,"quantile"
"East",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.975",122,"quantile"
"East",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.025",59,"quantile"
"East",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.975",125,"quantile"
"North East",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.025",22,"quantile"
"North East",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.975",38,"quantile"
"North East",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.025",19,"quantile"
"North East",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.975",41,"quantile"
"North East",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.025",16,"quantile"
"North East",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.975",44,"quantile"
"North East",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.025",14,"quantile"
"North East",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.975",46,"quantile"
"North West",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.025",7,"quantile"
"North West",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.975",17,"quantile"
"North West",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.025",6,"quantile"
"North West",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.975",18,"quantile"
"North West",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.025",5,"quantile"
"North West",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.975",19,"quantile"
"North West",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.025",4,"quantile"
"North West",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.975",20,"quantile"
"Ontario",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.025",418,"quantile"
"Ontario",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.975",596,"quantile"
"Ontario",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.025",397,"quantile"
"Ontario",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.975",618,"quantile"
"Ontario",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.025",370,"quantile"
"Ontario",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.975",644,"quantile"
"Ontario",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.025",349,"quantile"
"Ontario",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.975",665,"quantile"
"Toronto",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.025",124,"quantile"
"Toronto",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.975",164,"quantile"
"Toronto",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.025",115,"quantile"
"Toronto",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.975",173,"quantile"
"Toronto",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.025",109,"quantile"
"Toronto",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.975",179,"quantile"
"Toronto",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.025",104,"quantile"
"Toronto",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.975",183,"quantile"
"West",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.025",81,"quantile"
"West",0,2025-01-18,2025-01-18,"wk inc flu hosp","0.975",123,"quantile"
"West",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.025",71,"quantile"
"West",1,2025-01-18,2025-01-25,"wk inc flu hosp","0.975",133,"quantile"
"West",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.025",65,"quantile"
"West",2,2025-01-18,2025-02-01,"wk inc flu hosp","0.975",140,"quantile"
"West",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.025",60,"quantile"
"West",3,2025-01-18,2025-02-08,"wk inc flu hosp","0.975",144,"quantile"
