"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2025-12-27,"0.025",0,2025-12-27,"wk inc covid hosp",0,"quantile"
"Central",2025-12-27,"0.1",11,2025-12-27,"wk inc covid hosp",0,"quantile"
"Central",2025-12-27,"0.25",35,2025-12-27,"wk inc covid hosp",0,"quantile"
"Central",2025-12-27,"0.5",47,2025-12-27,"wk inc covid hosp",0,"quantile"
"Central",2025-12-27,"0.75",59,2025-12-27,"wk inc covid hosp",0,"quantile"
"Central",2025-12-27,"0.9",83,2025-12-27,"wk inc covid hosp",0,"quantile"
"Central",2025-12-27,"0.975",128,2025-12-27,"wk inc covid hosp",0,"quantile"
"Central",2026-01-03,"0.025",0,2025-12-27,"wk inc covid hosp",1,"quantile"
"Central",2026-01-03,"0.1",0,2025-12-27,"wk inc covid hosp",1,"quantile"
"Central",2026-01-03,"0.25",24,2025-12-27,"wk inc covid hosp",1,"quantile"
"Central",2026-01-03,"0.5",47,2025-12-27,"wk inc covid hosp",1,"quantile"
"Central",2026-01-03,"0.75",71,2025-12-27,"wk inc covid hosp",1,"quantile"
"Central",2026-01-03,"0.9",103,2025-12-27,"wk inc covid hosp",1,"quantile"
"Central",2026-01-03,"0.975",161,2025-12-27,"wk inc covid hosp",1,"quantile"
"Central",2026-01-10,"0.025",0,2025-12-27,"wk inc covid hosp",2,"quantile"
"Central",2026-01-10,"0.1",0,2025-12-27,"wk inc covid hosp",2,"quantile"
"Central",2026-01-10,"0.25",16,2025-12-27,"wk inc covid hosp",2,"quantile"
"Central",2026-01-10,"0.5",47,2025-12-27,"wk inc covid hosp",2,"quantile"
"Central",2026-01-10,"0.75",80,2025-12-27,"wk inc covid hosp",2,"quantile"
"Central",2026-01-10,"0.9",121,2025-12-27,"wk inc covid hosp",2,"quantile"
"Central",2026-01-10,"0.975",202,2025-12-27,"wk inc covid hosp",2,"quantile"
"Central",2026-01-17,"0.025",0,2025-12-27,"wk inc covid hosp",3,"quantile"
"Central",2026-01-17,"0.1",0,2025-12-27,"wk inc covid hosp",3,"quantile"
"Central",2026-01-17,"0.25",9,2025-12-27,"wk inc covid hosp",3,"quantile"
"Central",2026-01-17,"0.5",47,2025-12-27,"wk inc covid hosp",3,"quantile"
"Central",2026-01-17,"0.75",87,2025-12-27,"wk inc covid hosp",3,"quantile"
"Central",2026-01-17,"0.9",134,2025-12-27,"wk inc covid hosp",3,"quantile"
"Central",2026-01-17,"0.975",227,2025-12-27,"wk inc covid hosp",3,"quantile"
"East",2025-12-27,"0.025",0,2025-12-27,"wk inc covid hosp",0,"quantile"
"East",2025-12-27,"0.1",17,2025-12-27,"wk inc covid hosp",0,"quantile"
"East",2025-12-27,"0.25",33,2025-12-27,"wk inc covid hosp",0,"quantile"
"East",2025-12-27,"0.5",43,2025-12-27,"wk inc covid hosp",0,"quantile"
"East",2025-12-27,"0.75",53,2025-12-27,"wk inc covid hosp",0,"quantile"
"East",2025-12-27,"0.9",69,2025-12-27,"wk inc covid hosp",0,"quantile"
"East",2025-12-27,"0.975",105,2025-12-27,"wk inc covid hosp",0,"quantile"
"East",2026-01-03,"0.025",0,2025-12-27,"wk inc covid hosp",1,"quantile"
"East",2026-01-03,"0.1",1,2025-12-27,"wk inc covid hosp",1,"quantile"
"East",2026-01-03,"0.25",25,2025-12-27,"wk inc covid hosp",1,"quantile"
"East",2026-01-03,"0.5",43,2025-12-27,"wk inc covid hosp",1,"quantile"
"East",2026-01-03,"0.75",61,2025-12-27,"wk inc covid hosp",1,"quantile"
"East",2026-01-03,"0.9",89,2025-12-27,"wk inc covid hosp",1,"quantile"
"East",2026-01-03,"0.975",131,2025-12-27,"wk inc covid hosp",1,"quantile"
