reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-21,wk inc covid hosp,-1,2026-03-14,Central,quantile,0.025,30
2026-03-21,wk inc covid hosp,-1,2026-03-14,Central,quantile,0.1,36
2026-03-21,wk inc covid hosp,-1,2026-03-14,Central,quantile,0.25,43
2026-03-21,wk inc covid hosp,-1,2026-03-14,Central,quantile,0.5,50
2026-03-21,wk inc covid hosp,-1,2026-03-14,Central,quantile,0.75,57
2026-03-21,wk inc covid hosp,-1,2026-03-14,Central,quantile,0.9,63
2026-03-21,wk inc covid hosp,-1,2026-03-14,Central,quantile,0.975,69
2026-03-21,wk inc covid hosp,0,2026-03-21,Central,quantile,0.025,15
2026-03-21,wk inc covid hosp,0,2026-03-21,Central,quantile,0.1,28
2026-03-21,wk inc covid hosp,0,2026-03-21,Central,quantile,0.25,37
2026-03-21,wk inc covid hosp,0,2026-03-21,Central,quantile,0.5,46
2026-03-21,wk inc covid hosp,0,2026-03-21,Central,quantile,0.75,55
2026-03-21,wk inc covid hosp,0,2026-03-21,Central,quantile,0.9,65
2026-03-21,wk inc covid hosp,0,2026-03-21,Central,quantile,0.975,79
2026-03-21,wk inc covid hosp,1,2026-03-28,Central,quantile,0.025,4
2026-03-21,wk inc covid hosp,1,2026-03-28,Central,quantile,0.1,25
2026-03-21,wk inc covid hosp,1,2026-03-28,Central,quantile,0.25,34
2026-03-21,wk inc covid hosp,1,2026-03-28,Central,quantile,0.5,43
2026-03-21,wk inc covid hosp,1,2026-03-28,Central,quantile,0.75,51
2026-03-21,wk inc covid hosp,1,2026-03-28,Central,quantile,0.9,58
2026-03-21,wk inc covid hosp,1,2026-03-28,Central,quantile,0.975,71
2026-03-21,wk inc covid hosp,2,2026-04-04,Central,quantile,0.025,0
2026-03-21,wk inc covid hosp,2,2026-04-04,Central,quantile,0.1,18
2026-03-21,wk inc covid hosp,2,2026-04-04,Central,quantile,0.25,30
2026-03-21,wk inc covid hosp,2,2026-04-04,Central,quantile,0.5,39
2026-03-21,wk inc covid hosp,2,2026-04-04,Central,quantile,0.75,45
2026-03-21,wk inc covid hosp,2,2026-04-04,Central,quantile,0.9,53
2026-03-21,wk inc covid hosp,2,2026-04-04,Central,quantile,0.975,61
2026-03-21,wk inc covid hosp,3,2026-04-11,Central,quantile,0.025,0
2026-03-21,wk inc covid hosp,3,2026-04-11,Central,quantile,0.1,9
2026-03-21,wk inc covid hosp,3,2026-04-11,Central,quantile,0.25,25
2026-03-21,wk inc covid hosp,3,2026-04-11,Central,quantile,0.5,36
2026-03-21,wk inc covid hosp,3,2026-04-11,Central,quantile,0.75,44
2026-03-21,wk inc covid hosp,3,2026-04-11,Central,quantile,0.9,51
2026-03-21,wk inc covid hosp,3,2026-04-11,Central,quantile,0.975,60
2026-03-21,wk inc covid hosp,-1,2026-03-14,East,quantile,0.025,41
2026-03-21,wk inc covid hosp,-1,2026-03-14,East,quantile,0.1,48
2026-03-21,wk inc covid hosp,-1,2026-03-14,East,quantile,0.25,55
2026-03-21,wk inc covid hosp,-1,2026-03-14,East,quantile,0.5,62
2026-03-21,wk inc covid hosp,-1,2026-03-14,East,quantile,0.75,69
2026-03-21,wk inc covid hosp,-1,2026-03-14,East,quantile,0.9,76
2026-03-21,wk inc covid hosp,-1,2026-03-14,East,quantile,0.975,84
2026-03-21,wk inc covid hosp,0,2026-03-21,East,quantile,0.025,29
2026-03-21,wk inc covid hosp,0,2026-03-21,East,quantile,0.1,42
2026-03-21,wk inc covid hosp,0,2026-03-21,East,quantile,0.25,53
2026-03-21,wk inc covid hosp,0,2026-03-21,East,quantile,0.5,61
2026-03-21,wk inc covid hosp,0,2026-03-21,East,quantile,0.75,70
2026-03-21,wk inc covid hosp,0,2026-03-21,East,quantile,0.9,79
2026-03-21,wk inc covid hosp,0,2026-03-21,East,quantile,0.975,92
2026-03-21,wk inc covid hosp,1,2026-03-28,East,quantile,0.025,9
2026-03-21,wk inc covid hosp,1,2026-03-28,East,quantile,0.1,31
2026-03-21,wk inc covid hosp,1,2026-03-28,East,quantile,0.25,46
2026-03-21,wk inc covid hosp,1,2026-03-28,East,quantile,0.5,59
2026-03-21,wk inc covid hosp,1,2026-03-28,East,quantile,0.75,70
2026-03-21,wk inc covid hosp,1,2026-03-28,East,quantile,0.9,82
2026-03-21,wk inc covid hosp,1,2026-03-28,East,quantile,0.975,100
2026-03-21,wk inc covid hosp,2,2026-04-04,East,quantile,0.025,0
2026-03-21,wk inc covid hosp,2,2026-04-04,East,quantile,0.1,20
2026-03-21,wk inc covid hosp,2,2026-04-04,East,quantile,0.25,39
2026-03-21,wk inc covid hosp,2,2026-04-04,East,quantile,0.5,54
