"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2025-11-08,"0.025",14,2025-11-08,"wk inc covid hosp",0,"quantile"
"Central",2025-11-08,"0.1",25,2025-11-08,"wk inc covid hosp",0,"quantile"
"Central",2025-11-08,"0.25",27,2025-11-08,"wk inc covid hosp",0,"quantile"
"Central",2025-11-08,"0.5",29,2025-11-08,"wk inc covid hosp",0,"quantile"
"Central",2025-11-08,"0.75",30,2025-11-08,"wk inc covid hosp",0,"quantile"
"Central",2025-11-08,"0.9",32,2025-11-08,"wk inc covid hosp",0,"quantile"
"Central",2025-11-08,"0.975",44,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-08,"0.025",7,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-08,"0.1",19,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-08,"0.25",21,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-08,"0.5",22,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-08,"0.75",23,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-08,"0.9",26,2025-11-08,"wk inc covid hosp",0,"quantile"
"East",2025-11-08,"0.975",37,2025-11-08,"wk inc covid hosp",0,"quantile"
"North East",2025-11-08,"0.025",0,2025-11-08,"wk inc covid hosp",0,"quantile"
"North East",2025-11-08,"0.1",9,2025-11-08,"wk inc covid hosp",0,"quantile"
"North East",2025-11-08,"0.25",12,2025-11-08,"wk inc covid hosp",0,"quantile"
"North East",2025-11-08,"0.5",13,2025-11-08,"wk inc covid hosp",0,"quantile"
"North East",2025-11-08,"0.75",14,2025-11-08,"wk inc covid hosp",0,"quantile"
"North East",2025-11-08,"0.9",16,2025-11-08,"wk inc covid hosp",0,"quantile"
"North East",2025-11-08,"0.975",28,2025-11-08,"wk inc covid hosp",0,"quantile"
"North West",2025-11-08,"0.025",0,2025-11-08,"wk inc covid hosp",0,"quantile"
"North West",2025-11-08,"0.1",0,2025-11-08,"wk inc covid hosp",0,"quantile"
"North West",2025-11-08,"0.25",1,2025-11-08,"wk inc covid hosp",0,"quantile"
"North West",2025-11-08,"0.5",2,2025-11-08,"wk inc covid hosp",0,"quantile"
"North West",2025-11-08,"0.75",3,2025-11-08,"wk inc covid hosp",0,"quantile"
"North West",2025-11-08,"0.9",5,2025-11-08,"wk inc covid hosp",0,"quantile"
"North West",2025-11-08,"0.975",17,2025-11-08,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-08,"0.025",137,2025-11-08,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-08,"0.1",148,2025-11-08,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-08,"0.25",150,2025-11-08,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-08,"0.5",152,2025-11-08,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-08,"0.75",153,2025-11-08,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-08,"0.9",155,2025-11-08,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-08,"0.975",166,2025-11-08,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-08,"0.025",19,2025-11-08,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-08,"0.1",31,2025-11-08,"wk inc covid hosp",0,"quantile"
