"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2025-09-27,"0.025",53,2025-09-27,"wk inc covid hosp",0,"quantile"
"Central",2025-09-27,"0.1",66,2025-09-27,"wk inc covid hosp",0,"quantile"
"Central",2025-09-27,"0.25",68,2025-09-27,"wk inc covid hosp",0,"quantile"
"Central",2025-09-27,"0.5",69,2025-09-27,"wk inc covid hosp",0,"quantile"
"Central",2025-09-27,"0.75",70,2025-09-27,"wk inc covid hosp",0,"quantile"
"Central",2025-09-27,"0.9",73,2025-09-27,"wk inc covid hosp",0,"quantile"
"Central",2025-09-27,"0.975",86,2025-09-27,"wk inc covid hosp",0,"quantile"
"East",2025-09-27,"0.025",28,2025-09-27,"wk inc covid hosp",0,"quantile"
"East",2025-09-27,"0.1",41,2025-09-27,"wk inc covid hosp",0,"quantile"
"East",2025-09-27,"0.25",43,2025-09-27,"wk inc covid hosp",0,"quantile"
"East",2025-09-27,"0.5",45,2025-09-27,"wk inc covid hosp",0,"quantile"
"East",2025-09-27,"0.75",46,2025-09-27,"wk inc covid hosp",0,"quantile"
"East",2025-09-27,"0.9",48,2025-09-27,"wk inc covid hosp",0,"quantile"
"East",2025-09-27,"0.975",61,2025-09-27,"wk inc covid hosp",0,"quantile"
"North East",2025-09-27,"0.025",0,2025-09-27,"wk inc covid hosp",0,"quantile"
"North East",2025-09-27,"0.1",4,2025-09-27,"wk inc covid hosp",0,"quantile"
"North East",2025-09-27,"0.25",6,2025-09-27,"wk inc covid hosp",0,"quantile"
"North East",2025-09-27,"0.5",7,2025-09-27,"wk inc covid hosp",0,"quantile"
"North East",2025-09-27,"0.75",8,2025-09-27,"wk inc covid hosp",0,"quantile"
"North East",2025-09-27,"0.9",11,2025-09-27,"wk inc covid hosp",0,"quantile"
"North East",2025-09-27,"0.975",24,2025-09-27,"wk inc covid hosp",0,"quantile"
"North West",2025-09-27,"0.025",0,2025-09-27,"wk inc covid hosp",0,"quantile"
"North West",2025-09-27,"0.1",0,2025-09-27,"wk inc covid hosp",0,"quantile"
"North West",2025-09-27,"0.25",0,2025-09-27,"wk inc covid hosp",0,"quantile"
"North West",2025-09-27,"0.5",1,2025-09-27,"wk inc covid hosp",0,"quantile"
