"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2025-10-25,"0.025",24,2025-10-25,"wk inc covid hosp",0,"quantile"
"Central",2025-10-25,"0.1",35,2025-10-25,"wk inc covid hosp",0,"quantile"
"Central",2025-10-25,"0.25",38,2025-10-25,"wk inc covid hosp",0,"quantile"
"Central",2025-10-25,"0.5",39,2025-10-25,"wk inc covid hosp",0,"quantile"
"Central",2025-10-25,"0.75",40,2025-10-25,"wk inc covid hosp",0,"quantile"
"Central",2025-10-25,"0.9",42,2025-10-25,"wk inc covid hosp",0,"quantile"
"Central",2025-10-25,"0.975",54,2025-10-25,"wk inc covid hosp",0,"quantile"
"East",2025-10-25,"0.025",23,2025-10-25,"wk inc covid hosp",0,"quantile"
"East",2025-10-25,"0.1",35,2025-10-25,"wk inc covid hosp",0,"quantile"
"East",2025-10-25,"0.25",37,2025-10-25,"wk inc covid hosp",0,"quantile"
"East",2025-10-25,"0.5",39,2025-10-25,"wk inc covid hosp",0,"quantile"
"East",2025-10-25,"0.75",40,2025-10-25,"wk inc covid hosp",0,"quantile"
"East",2025-10-25,"0.9",42,2025-10-25,"wk inc covid hosp",0,"quantile"
"East",2025-10-25,"0.975",54,2025-10-25,"wk inc covid hosp",0,"quantile"
"North East",2025-10-25,"0.025",0,2025-10-25,"wk inc covid hosp",0,"quantile"
"North East",2025-10-25,"0.1",2,2025-10-25,"wk inc covid hosp",0,"quantile"
"North East",2025-10-25,"0.25",5,2025-10-25,"wk inc covid hosp",0,"quantile"
"North East",2025-10-25,"0.5",6,2025-10-25,"wk inc covid hosp",0,"quantile"
"North East",2025-10-25,"0.75",7,2025-10-25,"wk inc covid hosp",0,"quantile"
"North East",2025-10-25,"0.9",9,2025-10-25,"wk inc covid hosp",0,"quantile"
"North East",2025-10-25,"0.975",21,2025-10-25,"wk inc covid hosp",0,"quantile"
"North West",2025-10-25,"0.025",0,2025-10-25,"wk inc covid hosp",0,"quantile"
"North West",2025-10-25,"0.1",0,2025-10-25,"wk inc covid hosp",0,"quantile"
"North West",2025-10-25,"0.25",0,2025-10-25,"wk inc covid hosp",0,"quantile"
"North West",2025-10-25,"0.5",1,2025-10-25,"wk inc covid hosp",0,"quantile"
"North West",2025-10-25,"0.75",3,2025-10-25,"wk inc covid hosp",0,"quantile"
"North West",2025-10-25,"0.9",5,2025-10-25,"wk inc covid hosp",0,"quantile"
"North West",2025-10-25,"0.975",17,2025-10-25,"wk inc covid hosp",0,"quantile"
"Ontario",2025-10-25,"0.025",172,2025-10-25,"wk inc covid hosp",0,"quantile"
"Ontario",2025-10-25,"0.1",184,2025-10-25,"wk inc covid hosp",0,"quantile"
"Ontario",2025-10-25,"0.25",186,2025-10-25,"wk inc covid hosp",0,"quantile"
"Ontario",2025-10-25,"0.5",187,2025-10-25,"wk inc covid hosp",0,"quantile"
"Ontario",2025-10-25,"0.75",188,2025-10-25,"wk inc covid hosp",0,"quantile"
"Ontario",2025-10-25,"0.9",191,2025-10-25,"wk inc covid hosp",0,"quantile"
"Ontario",2025-10-25,"0.975",202,2025-10-25,"wk inc covid hosp",0,"quantile"
"Toronto",2025-10-25,"0.025",34,2025-10-25,"wk inc covid hosp",0,"quantile"
"Toronto",2025-10-25,"0.1",45,2025-10-25,"wk inc covid hosp",0,"quantile"
"Toronto",2025-10-25,"0.25",48,2025-10-25,"wk inc covid hosp",0,"quantile"
"Toronto",2025-10-25,"0.5",49,2025-10-25,"wk inc covid hosp",0,"quantile"
"Toronto",2025-10-25,"0.75",50,2025-10-25,"wk inc covid hosp",0,"quantile"
"Toronto",2025-10-25,"0.9",52,2025-10-25,"wk inc covid hosp",0,"quantile"
"Toronto",2025-10-25,"0.975",64,2025-10-25,"wk inc covid hosp",0,"quantile"
"West",2025-10-25,"0.025",38,2025-10-25,"wk inc covid hosp",0,"quantile"
"West",2025-10-25,"0.1",50,2025-10-25,"wk inc covid hosp",0,"quantile"
"West",2025-10-25,"0.25",52,2025-10-25,"wk inc covid hosp",0,"quantile"
"West",2025-10-25,"0.5",54,2025-10-25,"wk inc covid hosp",0,"quantile"
"West",2025-10-25,"0.75",55,2025-10-25,"wk inc covid hosp",0,"quantile"
"West",2025-10-25,"0.9",57,2025-10-25,"wk inc covid hosp",0,"quantile"
"West",2025-10-25,"0.975",69,2025-10-25,"wk inc covid hosp",0,"quantile"
"Central",2025-11-01,"0.025",0,2025-10-25,"wk inc covid hosp",1,"quantile"
"Central",2025-11-01,"0.1",19,2025-10-25,"wk inc covid hosp",1,"quantile"
"Central",2025-11-01,"0.25",30,2025-10-25,"wk inc covid hosp",1,"quantile"
"Central",2025-11-01,"0.5",35,2025-10-25,"wk inc covid hosp",1,"quantile"
"Central",2025-11-01,"0.75",41,2025-10-25,"wk inc covid hosp",1,"quantile"
"Central",2025-11-01,"0.9",52,2025-10-25,"wk inc covid hosp",1,"quantile"
"Central",2025-11-01,"0.975",90,2025-10-25,"wk inc covid hosp",1,"quantile"
"East",2025-11-01,"0.025",0,2025-10-25,"wk inc covid hosp",1,"quantile"
"East",2025-11-01,"0.1",24,2025-10-25,"wk inc covid hosp",1,"quantile"
"East",2025-11-01,"0.25",35,2025-10-25,"wk inc covid hosp",1,"quantile"
"East",2025-11-01,"0.5",40,2025-10-25,"wk inc covid hosp",1,"quantile"
"East",2025-11-01,"0.75",46,2025-10-25,"wk inc covid hosp",1,"quantile"
"East",2025-11-01,"0.9",57,2025-10-25,"wk inc covid hosp",1,"quantile"
"East",2025-11-01,"0.975",95,2025-10-25,"wk inc covid hosp",1,"quantile"
"North East",2025-11-01,"0.025",0,2025-10-25,"wk inc covid hosp",1,"quantile"
"North East",2025-11-01,"0.1",0,2025-10-25,"wk inc covid hosp",1,"quantile"
"North East",2025-11-01,"0.25",1,2025-10-25,"wk inc covid hosp",1,"quantile"
"North East",2025-11-01,"0.5",7,2025-10-25,"wk inc covid hosp",1,"quantile"
"North East",2025-11-01,"0.75",12,2025-10-25,"wk inc covid hosp",1,"quantile"
"North East",2025-11-01,"0.9",23,2025-10-25,"wk inc covid hosp",1,"quantile"
"North East",2025-11-01,"0.975",62,2025-10-25,"wk inc covid hosp",1,"quantile"
"North West",2025-11-01,"0.025",0,2025-10-25,"wk inc covid hosp",1,"quantile"
