"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2025-11-29,"0.025",23,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-11-29,"0.1",34,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-11-29,"0.25",37,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-11-29,"0.5",38,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-11-29,"0.75",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-11-29,"0.9",42,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-11-29,"0.975",53,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.025",13,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.1",24,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.25",26,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.5",28,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.75",29,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.9",31,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.975",43,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.025",3,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.1",14,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.25",17,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.5",18,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.75",19,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.9",21,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.975",33,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.025",0,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.1",0,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.25",2,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.5",4,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.75",5,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.9",7,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.975",19,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.025",194,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.1",205,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.25",207,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.5",209,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.75",210,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.9",212,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.975",224,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.025",43,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.1",54,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.25",57,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.5",58,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.75",59,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.9",62,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.975",73,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.025",43,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.1",54,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.25",57,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.5",58,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.75",59,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.9",62,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.975",73,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-12-06,"0.025",0,2025-11-29,"wk inc covid hosp",1,"quantile"
"Central",2025-12-06,"0.1",18,2025-11-29,"wk inc covid hosp",1,"quantile"
"Central",2025-12-06,"0.25",29,2025-11-29,"wk inc covid hosp",1,"quantile"
"Central",2025-12-06,"0.5",35,2025-11-29,"wk inc covid hosp",1,"quantile"
"Central",2025-12-06,"0.75",40,2025-11-29,"wk inc covid hosp",1,"quantile"
"Central",2025-12-06,"0.9",51,2025-11-29,"wk inc covid hosp",1,"quantile"
"Central",2025-12-06,"0.975",90,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.025",0,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.1",11,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.25",23,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.5",28,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.75",33,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.9",44,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.975",83,2025-11-29,"wk inc covid hosp",1,"quantile"
