reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-12-14,wk inc covid hosp,-1,2024-12-07,East,quantile,0.025,98
2024-12-14,wk inc covid hosp,-1,2024-12-07,East,quantile,0.1,110
2024-12-14,wk inc covid hosp,-1,2024-12-07,East,quantile,0.25,119
2024-12-14,wk inc covid hosp,-1,2024-12-07,East,quantile,0.5,130
2024-12-14,wk inc covid hosp,-1,2024-12-07,East,quantile,0.75,140
2024-12-14,wk inc covid hosp,-1,2024-12-07,East,quantile,0.9,150
2024-12-14,wk inc covid hosp,-1,2024-12-07,East,quantile,0.975,160
2024-12-14,wk inc covid hosp,0,2024-12-14,East,quantile,0.025,90
2024-12-14,wk inc covid hosp,0,2024-12-14,East,quantile,0.1,106
2024-12-14,wk inc covid hosp,0,2024-12-14,East,quantile,0.25,117
2024-12-14,wk inc covid hosp,0,2024-12-14,East,quantile,0.5,128
2024-12-14,wk inc covid hosp,0,2024-12-14,East,quantile,0.75,141
2024-12-14,wk inc covid hosp,0,2024-12-14,East,quantile,0.9,152
2024-12-14,wk inc covid hosp,0,2024-12-14,East,quantile,0.975,172
2024-12-14,wk inc covid hosp,1,2024-12-21,East,quantile,0.025,75
2024-12-14,wk inc covid hosp,1,2024-12-21,East,quantile,0.1,95
2024-12-14,wk inc covid hosp,1,2024-12-21,East,quantile,0.25,109
2024-12-14,wk inc covid hosp,1,2024-12-21,East,quantile,0.5,120
2024-12-14,wk inc covid hosp,1,2024-12-21,East,quantile,0.75,131
2024-12-14,wk inc covid hosp,1,2024-12-21,East,quantile,0.9,143
2024-12-14,wk inc covid hosp,1,2024-12-21,East,quantile,0.975,157
2024-12-14,wk inc covid hosp,2,2024-12-28,East,quantile,0.025,72
2024-12-14,wk inc covid hosp,2,2024-12-28,East,quantile,0.1,91
2024-12-14,wk inc covid hosp,2,2024-12-28,East,quantile,0.25,103
2024-12-14,wk inc covid hosp,2,2024-12-28,East,quantile,0.5,116
2024-12-14,wk inc covid hosp,2,2024-12-28,East,quantile,0.75,130
2024-12-14,wk inc covid hosp,2,2024-12-28,East,quantile,0.9,145
2024-12-14,wk inc covid hosp,2,2024-12-28,East,quantile,0.975,185
2024-12-14,wk inc covid hosp,3,2025-01-04,East,quantile,0.025,33
2024-12-14,wk inc covid hosp,3,2025-01-04,East,quantile,0.1,78
2024-12-14,wk inc covid hosp,3,2025-01-04,East,quantile,0.25,91
2024-12-14,wk inc covid hosp,3,2025-01-04,East,quantile,0.5,105
2024-12-14,wk inc covid hosp,3,2025-01-04,East,quantile,0.75,119
2024-12-14,wk inc covid hosp,3,2025-01-04,East,quantile,0.9,135
2024-12-14,wk inc covid hosp,3,2025-01-04,East,quantile,0.975,160
2024-12-14,wk inc covid hosp,-1,2024-12-07,North East,quantile,0.025,13
2024-12-14,wk inc covid hosp,-1,2024-12-07,North East,quantile,0.1,19
2024-12-14,wk inc covid hosp,-1,2024-12-07,North East,quantile,0.25,24
2024-12-14,wk inc covid hosp,-1,2024-12-07,North East,quantile,0.5,31
2024-12-14,wk inc covid hosp,-1,2024-12-07,North East,quantile,0.75,37
2024-12-14,wk inc covid hosp,-1,2024-12-07,North East,quantile,0.9,43
2024-12-14,wk inc covid hosp,-1,2024-12-07,North East,quantile,0.975,49
2024-12-14,wk inc covid hosp,0,2024-12-14,North East,quantile,0.025,12
2024-12-14,wk inc covid hosp,0,2024-12-14,North East,quantile,0.1,21
2024-12-14,wk inc covid hosp,0,2024-12-14,North East,quantile,0.25,27
2024-12-14,wk inc covid hosp,0,2024-12-14,North East,quantile,0.5,35
2024-12-14,wk inc covid hosp,0,2024-12-14,North East,quantile,0.75,40
2024-12-14,wk inc covid hosp,0,2024-12-14,North East,quantile,0.9,46
2024-12-14,wk inc covid hosp,0,2024-12-14,North East,quantile,0.975,52
2024-12-14,wk inc covid hosp,1,2024-12-21,North East,quantile,0.025,7
2024-12-14,wk inc covid hosp,1,2024-12-21,North East,quantile,0.1,18
2024-12-14,wk inc covid hosp,1,2024-12-21,North East,quantile,0.25,25
2024-12-14,wk inc covid hosp,1,2024-12-21,North East,quantile,0.5,32
2024-12-14,wk inc covid hosp,1,2024-12-21,North East,quantile,0.75,37
2024-12-14,wk inc covid hosp,1,2024-12-21,North East,quantile,0.9,42
2024-12-14,wk inc covid hosp,1,2024-12-21,North East,quantile,0.975,48
2024-12-14,wk inc covid hosp,2,2024-12-28,North East,quantile,0.025,6
2024-12-14,wk inc covid hosp,2,2024-12-28,North East,quantile,0.1,18
2024-12-14,wk inc covid hosp,2,2024-12-28,North East,quantile,0.25,24
2024-12-14,wk inc covid hosp,2,2024-12-28,North East,quantile,0.5,30
2024-12-14,wk inc covid hosp,2,2024-12-28,North East,quantile,0.75,36
2024-12-14,wk inc covid hosp,2,2024-12-28,North East,quantile,0.9,42
2024-12-14,wk inc covid hosp,2,2024-12-28,North East,quantile,0.975,50
2024-12-14,wk inc covid hosp,3,2025-01-04,North East,quantile,0.025,0
2024-12-14,wk inc covid hosp,3,2025-01-04,North East,quantile,0.1,14
2024-12-14,wk inc covid hosp,3,2025-01-04,North East,quantile,0.25,21
2024-12-14,wk inc covid hosp,3,2025-01-04,North East,quantile,0.5,26
2024-12-14,wk inc covid hosp,3,2025-01-04,North East,quantile,0.75,33
2024-12-14,wk inc covid hosp,3,2025-01-04,North East,quantile,0.9,38
2024-12-14,wk inc covid hosp,3,2025-01-04,North East,quantile,0.975,48
2024-12-14,wk inc covid hosp,-1,2024-12-07,North West,quantile,0.025,2
2024-12-14,wk inc covid hosp,-1,2024-12-07,North West,quantile,0.1,6
2024-12-14,wk inc covid hosp,-1,2024-12-07,North West,quantile,0.25,9
2024-12-14,wk inc covid hosp,-1,2024-12-07,North West,quantile,0.5,12
2024-12-14,wk inc covid hosp,-1,2024-12-07,North West,quantile,0.75,15
2024-12-14,wk inc covid hosp,-1,2024-12-07,North West,quantile,0.9,18
2024-12-14,wk inc covid hosp,-1,2024-12-07,North West,quantile,0.975,22
2024-12-14,wk inc covid hosp,0,2024-12-14,North West,quantile,0.025,2
2024-12-14,wk inc covid hosp,0,2024-12-14,North West,quantile,0.1,7
2024-12-14,wk inc covid hosp,0,2024-12-14,North West,quantile,0.25,11
2024-12-14,wk inc covid hosp,0,2024-12-14,North West,quantile,0.5,15
2024-12-14,wk inc covid hosp,0,2024-12-14,North West,quantile,0.75,18
2024-12-14,wk inc covid hosp,0,2024-12-14,North West,quantile,0.9,22
2024-12-14,wk inc covid hosp,0,2024-12-14,North West,quantile,0.975,27
2024-12-14,wk inc covid hosp,1,2024-12-21,North West,quantile,0.025,0
2024-12-14,wk inc covid hosp,1,2024-12-21,North West,quantile,0.1,6
2024-12-14,wk inc covid hosp,1,2024-12-21,North West,quantile,0.25,10
2024-12-14,wk inc covid hosp,1,2024-12-21,North West,quantile,0.5,14
2024-12-14,wk inc covid hosp,1,2024-12-21,North West,quantile,0.75,17
2024-12-14,wk inc covid hosp,1,2024-12-21,North West,quantile,0.9,20
2024-12-14,wk inc covid hosp,1,2024-12-21,North West,quantile,0.975,25
2024-12-14,wk inc covid hosp,2,2024-12-28,North West,quantile,0.025,0
2024-12-14,wk inc covid hosp,2,2024-12-28,North West,quantile,0.1,4
2024-12-14,wk inc covid hosp,2,2024-12-28,North West,quantile,0.25,8
2024-12-14,wk inc covid hosp,2,2024-12-28,North West,quantile,0.5,12
2024-12-14,wk inc covid hosp,2,2024-12-28,North West,quantile,0.75,14
2024-12-14,wk inc covid hosp,2,2024-12-28,North West,quantile,0.9,17
2024-12-14,wk inc covid hosp,2,2024-12-28,North West,quantile,0.975,21
2024-12-14,wk inc covid hosp,3,2025-01-04,North West,quantile,0.025,0
2024-12-14,wk inc covid hosp,3,2025-01-04,North West,quantile,0.1,4
2024-12-14,wk inc covid hosp,3,2025-01-04,North West,quantile,0.25,8
2024-12-14,wk inc covid hosp,3,2025-01-04,North West,quantile,0.5,11
2024-12-14,wk inc covid hosp,3,2025-01-04,North West,quantile,0.75,14
2024-12-14,wk inc covid hosp,3,2025-01-04,North West,quantile,0.9,17
2024-12-14,wk inc covid hosp,3,2025-01-04,North West,quantile,0.975,23
2024-12-14,wk inc covid hosp,-1,2024-12-07,Ontario,quantile,0.025,504
2024-12-14,wk inc covid hosp,-1,2024-12-07,Ontario,quantile,0.1,536
2024-12-14,wk inc covid hosp,-1,2024-12-07,Ontario,quantile,0.25,568
2024-12-14,wk inc covid hosp,-1,2024-12-07,Ontario,quantile,0.5,606
2024-12-14,wk inc covid hosp,-1,2024-12-07,Ontario,quantile,0.75,637
2024-12-14,wk inc covid hosp,-1,2024-12-07,Ontario,quantile,0.9,673
2024-12-14,wk inc covid hosp,-1,2024-12-07,Ontario,quantile,0.975,705
2024-12-14,wk inc covid hosp,0,2024-12-14,Ontario,quantile,0.025,377
2024-12-14,wk inc covid hosp,0,2024-12-14,Ontario,quantile,0.1,458
2024-12-14,wk inc covid hosp,0,2024-12-14,Ontario,quantile,0.25,505
2024-12-14,wk inc covid hosp,0,2024-12-14,Ontario,quantile,0.5,552
2024-12-14,wk inc covid hosp,0,2024-12-14,Ontario,quantile,0.75,598
2024-12-14,wk inc covid hosp,0,2024-12-14,Ontario,quantile,0.9,647
2024-12-14,wk inc covid hosp,0,2024-12-14,Ontario,quantile,0.975,706
2024-12-14,wk inc covid hosp,1,2024-12-21,Ontario,quantile,0.025,370
2024-12-14,wk inc covid hosp,1,2024-12-21,Ontario,quantile,0.1,436
2024-12-14,wk inc covid hosp,1,2024-12-21,Ontario,quantile,0.25,480
2024-12-14,wk inc covid hosp,1,2024-12-21,Ontario,quantile,0.5,531
2024-12-14,wk inc covid hosp,1,2024-12-21,Ontario,quantile,0.75,584
2024-12-14,wk inc covid hosp,1,2024-12-21,Ontario,quantile,0.9,647
2024-12-14,wk inc covid hosp,1,2024-12-21,Ontario,quantile,0.975,737
2024-12-14,wk inc covid hosp,2,2024-12-28,Ontario,quantile,0.025,235
2024-12-14,wk inc covid hosp,2,2024-12-28,Ontario,quantile,0.1,385
2024-12-14,wk inc covid hosp,2,2024-12-28,Ontario,quantile,0.25,435
2024-12-14,wk inc covid hosp,2,2024-12-28,Ontario,quantile,0.5,493
2024-12-14,wk inc covid hosp,2,2024-12-28,Ontario,quantile,0.75,553
2024-12-14,wk inc covid hosp,2,2024-12-28,Ontario,quantile,0.9,617
2024-12-14,wk inc covid hosp,2,2024-12-28,Ontario,quantile,0.975,728
2024-12-14,wk inc covid hosp,3,2025-01-04,Ontario,quantile,0.025,254
