"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2025-12-20,"0.025",44,2025-12-20,"wk inc covid hosp",0,"quantile"
"Central",2025-12-20,"0.1",44,2025-12-20,"wk inc covid hosp",0,"quantile"
"Central",2025-12-20,"0.25",44,2025-12-20,"wk inc covid hosp",0,"quantile"
"Central",2025-12-20,"0.5",44,2025-12-20,"wk inc covid hosp",0,"quantile"
"Central",2025-12-20,"0.75",45,2025-12-20,"wk inc covid hosp",0,"quantile"
"Central",2025-12-20,"0.9",45,2025-12-20,"wk inc covid hosp",0,"quantile"
"Central",2025-12-20,"0.975",45,2025-12-20,"wk inc covid hosp",0,"quantile"
"East",2025-12-20,"0.025",50,2025-12-20,"wk inc covid hosp",0,"quantile"
"East",2025-12-20,"0.1",50,2025-12-20,"wk inc covid hosp",0,"quantile"
"East",2025-12-20,"0.25",50,2025-12-20,"wk inc covid hosp",0,"quantile"
"East",2025-12-20,"0.5",50,2025-12-20,"wk inc covid hosp",0,"quantile"
"East",2025-12-20,"0.75",51,2025-12-20,"wk inc covid hosp",0,"quantile"
"East",2025-12-20,"0.9",51,2025-12-20,"wk inc covid hosp",0,"quantile"
"East",2025-12-20,"0.975",51,2025-12-20,"wk inc covid hosp",0,"quantile"
"North East",2025-12-20,"0.025",16,2025-12-20,"wk inc covid hosp",0,"quantile"
"North East",2025-12-20,"0.1",16,2025-12-20,"wk inc covid hosp",0,"quantile"
"North East",2025-12-20,"0.25",16,2025-12-20,"wk inc covid hosp",0,"quantile"
"North East",2025-12-20,"0.5",16,2025-12-20,"wk inc covid hosp",0,"quantile"
"North East",2025-12-20,"0.75",17,2025-12-20,"wk inc covid hosp",0,"quantile"
"North East",2025-12-20,"0.9",17,2025-12-20,"wk inc covid hosp",0,"quantile"
"North East",2025-12-20,"0.975",17,2025-12-20,"wk inc covid hosp",0,"quantile"
"North West",2025-12-20,"0.025",5,2025-12-20,"wk inc covid hosp",0,"quantile"
"North West",2025-12-20,"0.1",5,2025-12-20,"wk inc covid hosp",0,"quantile"
"North West",2025-12-20,"0.25",5,2025-12-20,"wk inc covid hosp",0,"quantile"
"North West",2025-12-20,"0.5",5,2025-12-20,"wk inc covid hosp",0,"quantile"
"North West",2025-12-20,"0.75",6,2025-12-20,"wk inc covid hosp",0,"quantile"
"North West",2025-12-20,"0.9",6,2025-12-20,"wk inc covid hosp",0,"quantile"
"North West",2025-12-20,"0.975",6,2025-12-20,"wk inc covid hosp",0,"quantile"
"Ontario",2025-12-20,"0.025",287,2025-12-20,"wk inc covid hosp",0,"quantile"
"Ontario",2025-12-20,"0.1",287,2025-12-20,"wk inc covid hosp",0,"quantile"
"Ontario",2025-12-20,"0.25",287,2025-12-20,"wk inc covid hosp",0,"quantile"
"Ontario",2025-12-20,"0.5",288,2025-12-20,"wk inc covid hosp",0,"quantile"
"Ontario",2025-12-20,"0.75",288,2025-12-20,"wk inc covid hosp",0,"quantile"
"Ontario",2025-12-20,"0.9",288,2025-12-20,"wk inc covid hosp",0,"quantile"
"Ontario",2025-12-20,"0.975",288,2025-12-20,"wk inc covid hosp",0,"quantile"
"Toronto",2025-12-20,"0.025",76,2025-12-20,"wk inc covid hosp",0,"quantile"
"Toronto",2025-12-20,"0.1",76,2025-12-20,"wk inc covid hosp",0,"quantile"
"Toronto",2025-12-20,"0.25",76,2025-12-20,"wk inc covid hosp",0,"quantile"
"Toronto",2025-12-20,"0.5",76,2025-12-20,"wk inc covid hosp",0,"quantile"
"Toronto",2025-12-20,"0.75",77,2025-12-20,"wk inc covid hosp",0,"quantile"
"Toronto",2025-12-20,"0.9",77,2025-12-20,"wk inc covid hosp",0,"quantile"
"Toronto",2025-12-20,"0.975",77,2025-12-20,"wk inc covid hosp",0,"quantile"
"West",2025-12-20,"0.025",97,2025-12-20,"wk inc covid hosp",0,"quantile"
"West",2025-12-20,"0.1",97,2025-12-20,"wk inc covid hosp",0,"quantile"
"West",2025-12-20,"0.25",97,2025-12-20,"wk inc covid hosp",0,"quantile"
"West",2025-12-20,"0.5",97,2025-12-20,"wk inc covid hosp",0,"quantile"
"West",2025-12-20,"0.75",98,2025-12-20,"wk inc covid hosp",0,"quantile"
"West",2025-12-20,"0.9",98,2025-12-20,"wk inc covid hosp",0,"quantile"
"West",2025-12-20,"0.975",98,2025-12-20,"wk inc covid hosp",0,"quantile"
"Central",2025-12-27,"0.025",0,2025-12-20,"wk inc covid hosp",1,"quantile"
"Central",2025-12-27,"0.1",24,2025-12-20,"wk inc covid hosp",1,"quantile"
"Central",2025-12-27,"0.25",43,2025-12-20,"wk inc covid hosp",1,"quantile"
"Central",2025-12-27,"0.5",54,2025-12-20,"wk inc covid hosp",1,"quantile"
"Central",2025-12-27,"0.75",65,2025-12-20,"wk inc covid hosp",1,"quantile"
"Central",2025-12-27,"0.9",84,2025-12-20,"wk inc covid hosp",1,"quantile"
"Central",2025-12-27,"0.975",127,2025-12-20,"wk inc covid hosp",1,"quantile"
"East",2025-12-27,"0.025",0,2025-12-20,"wk inc covid hosp",1,"quantile"
"East",2025-12-27,"0.1",26,2025-12-20,"wk inc covid hosp",1,"quantile"
"East",2025-12-27,"0.25",45,2025-12-20,"wk inc covid hosp",1,"quantile"
"East",2025-12-27,"0.5",56,2025-12-20,"wk inc covid hosp",1,"quantile"
"East",2025-12-27,"0.75",66,2025-12-20,"wk inc covid hosp",1,"quantile"
"East",2025-12-27,"0.9",86,2025-12-20,"wk inc covid hosp",1,"quantile"
"East",2025-12-27,"0.975",128,2025-12-20,"wk inc covid hosp",1,"quantile"
"North East",2025-12-27,"0.025",0,2025-12-20,"wk inc covid hosp",1,"quantile"
"North East",2025-12-27,"0.1",0,2025-12-20,"wk inc covid hosp",1,"quantile"
"North East",2025-12-27,"0.25",8,2025-12-20,"wk inc covid hosp",1,"quantile"
"North East",2025-12-27,"0.5",18,2025-12-20,"wk inc covid hosp",1,"quantile"
"North East",2025-12-27,"0.75",29,2025-12-20,"wk inc covid hosp",1,"quantile"
"North East",2025-12-27,"0.9",49,2025-12-20,"wk inc covid hosp",1,"quantile"
"North East",2025-12-27,"0.975",91,2025-12-20,"wk inc covid hosp",1,"quantile"
"North West",2025-12-27,"0.025",0,2025-12-20,"wk inc covid hosp",1,"quantile"
"North West",2025-12-27,"0.1",0,2025-12-20,"wk inc covid hosp",1,"quantile"
"North West",2025-12-27,"0.25",0,2025-12-20,"wk inc covid hosp",1,"quantile"
"North West",2025-12-27,"0.5",9,2025-12-20,"wk inc covid hosp",1,"quantile"
"North West",2025-12-27,"0.75",19,2025-12-20,"wk inc covid hosp",1,"quantile"
"North West",2025-12-27,"0.9",39,2025-12-20,"wk inc covid hosp",1,"quantile"
"North West",2025-12-27,"0.975",81,2025-12-20,"wk inc covid hosp",1,"quantile"
"Ontario",2025-12-27,"0.025",218,2025-12-20,"wk inc covid hosp",1,"quantile"
"Ontario",2025-12-27,"0.1",260,2025-12-20,"wk inc covid hosp",1,"quantile"
"Ontario",2025-12-27,"0.25",280,2025-12-20,"wk inc covid hosp",1,"quantile"
"Ontario",2025-12-27,"0.5",290,2025-12-20,"wk inc covid hosp",1,"quantile"
"Ontario",2025-12-27,"0.75",301,2025-12-20,"wk inc covid hosp",1,"quantile"
"Ontario",2025-12-27,"0.9",321,2025-12-20,"wk inc covid hosp",1,"quantile"
"Ontario",2025-12-27,"0.975",363,2025-12-20,"wk inc covid hosp",1,"quantile"
"Toronto",2025-12-27,"0.025",0,2025-12-20,"wk inc covid hosp",1,"quantile"
"Toronto",2025-12-27,"0.1",40,2025-12-20,"wk inc covid hosp",1,"quantile"
"Toronto",2025-12-27,"0.25",60,2025-12-20,"wk inc covid hosp",1,"quantile"
"Toronto",2025-12-27,"0.5",70,2025-12-20,"wk inc covid hosp",1,"quantile"
"Toronto",2025-12-27,"0.75",81,2025-12-20,"wk inc covid hosp",1,"quantile"
"Toronto",2025-12-27,"0.9",100,2025-12-20,"wk inc covid hosp",1,"quantile"
