"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2025-08-30,"0.025",51,2025-08-30,"wk inc covid hosp",0,"quantile"
"Central",2025-08-30,"0.1",51,2025-08-30,"wk inc covid hosp",0,"quantile"
"Central",2025-08-30,"0.25",51,2025-08-30,"wk inc covid hosp",0,"quantile"
"Central",2025-08-30,"0.5",51,2025-08-30,"wk inc covid hosp",0,"quantile"
"Central",2025-08-30,"0.75",52,2025-08-30,"wk inc covid hosp",0,"quantile"
"Central",2025-08-30,"0.9",52,2025-08-30,"wk inc covid hosp",0,"quantile"
"Central",2025-08-30,"0.975",52,2025-08-30,"wk inc covid hosp",0,"quantile"
"East",2025-08-30,"0.025",28,2025-08-30,"wk inc covid hosp",0,"quantile"
"East",2025-08-30,"0.1",28,2025-08-30,"wk inc covid hosp",0,"quantile"
"East",2025-08-30,"0.25",28,2025-08-30,"wk inc covid hosp",0,"quantile"
"East",2025-08-30,"0.5",28,2025-08-30,"wk inc covid hosp",0,"quantile"
"East",2025-08-30,"0.75",29,2025-08-30,"wk inc covid hosp",0,"quantile"
"East",2025-08-30,"0.9",29,2025-08-30,"wk inc covid hosp",0,"quantile"
"East",2025-08-30,"0.975",29,2025-08-30,"wk inc covid hosp",0,"quantile"
"North East",2025-08-30,"0.025",0,2025-08-30,"wk inc covid hosp",0,"quantile"
"North East",2025-08-30,"0.1",0,2025-08-30,"wk inc covid hosp",0,"quantile"
"North East",2025-08-30,"0.25",0,2025-08-30,"wk inc covid hosp",0,"quantile"
"North East",2025-08-30,"0.5",0,2025-08-30,"wk inc covid hosp",0,"quantile"
"North East",2025-08-30,"0.75",1,2025-08-30,"wk inc covid hosp",0,"quantile"
"North East",2025-08-30,"0.9",1,2025-08-30,"wk inc covid hosp",0,"quantile"
"North East",2025-08-30,"0.975",1,2025-08-30,"wk inc covid hosp",0,"quantile"
"North West",2025-08-30,"0.025",0,2025-08-30,"wk inc covid hosp",0,"quantile"
"North West",2025-08-30,"0.1",0,2025-08-30,"wk inc covid hosp",0,"quantile"
"North West",2025-08-30,"0.25",0,2025-08-30,"wk inc covid hosp",0,"quantile"
"North West",2025-08-30,"0.5",0,2025-08-30,"wk inc covid hosp",0,"quantile"
"North West",2025-08-30,"0.75",1,2025-08-30,"wk inc covid hosp",0,"quantile"
"North West",2025-08-30,"0.9",1,2025-08-30,"wk inc covid hosp",0,"quantile"
"North West",2025-08-30,"0.975",1,2025-08-30,"wk inc covid hosp",0,"quantile"
"Ontario",2025-08-30,"0.025",133,2025-08-30,"wk inc covid hosp",0,"quantile"
"Ontario",2025-08-30,"0.1",133,2025-08-30,"wk inc covid hosp",0,"quantile"
"Ontario",2025-08-30,"0.25",133,2025-08-30,"wk inc covid hosp",0,"quantile"
"Ontario",2025-08-30,"0.5",133,2025-08-30,"wk inc covid hosp",0,"quantile"
"Ontario",2025-08-30,"0.75",134,2025-08-30,"wk inc covid hosp",0,"quantile"
"Ontario",2025-08-30,"0.9",134,2025-08-30,"wk inc covid hosp",0,"quantile"
"Ontario",2025-08-30,"0.975",134,2025-08-30,"wk inc covid hosp",0,"quantile"
