"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2026-03-21,"0.025",49,2026-03-21,"wk inc covid hosp",0,"quantile"
"Central",2026-03-21,"0.1",49,2026-03-21,"wk inc covid hosp",0,"quantile"
"Central",2026-03-21,"0.25",49,2026-03-21,"wk inc covid hosp",0,"quantile"
"Central",2026-03-21,"0.5",50,2026-03-21,"wk inc covid hosp",0,"quantile"
"Central",2026-03-21,"0.75",50,2026-03-21,"wk inc covid hosp",0,"quantile"
"Central",2026-03-21,"0.9",50,2026-03-21,"wk inc covid hosp",0,"quantile"
"Central",2026-03-21,"0.975",50,2026-03-21,"wk inc covid hosp",0,"quantile"
"East",2026-03-21,"0.025",62,2026-03-21,"wk inc covid hosp",0,"quantile"
"East",2026-03-21,"0.1",62,2026-03-21,"wk inc covid hosp",0,"quantile"
"East",2026-03-21,"0.25",62,2026-03-21,"wk inc covid hosp",0,"quantile"
"East",2026-03-21,"0.5",63,2026-03-21,"wk inc covid hosp",0,"quantile"
"East",2026-03-21,"0.75",63,2026-03-21,"wk inc covid hosp",0,"quantile"
"East",2026-03-21,"0.9",63,2026-03-21,"wk inc covid hosp",0,"quantile"
"East",2026-03-21,"0.975",63,2026-03-21,"wk inc covid hosp",0,"quantile"
"North East",2026-03-21,"0.025",12,2026-03-21,"wk inc covid hosp",0,"quantile"
"North East",2026-03-21,"0.1",12,2026-03-21,"wk inc covid hosp",0,"quantile"
"North East",2026-03-21,"0.25",12,2026-03-21,"wk inc covid hosp",0,"quantile"
"North East",2026-03-21,"0.5",13,2026-03-21,"wk inc covid hosp",0,"quantile"
"North East",2026-03-21,"0.75",13,2026-03-21,"wk inc covid hosp",0,"quantile"
"North East",2026-03-21,"0.9",13,2026-03-21,"wk inc covid hosp",0,"quantile"
"North East",2026-03-21,"0.975",13,2026-03-21,"wk inc covid hosp",0,"quantile"
"North West",2026-03-21,"0.025",0,2026-03-21,"wk inc covid hosp",0,"quantile"
"North West",2026-03-21,"0.1",0,2026-03-21,"wk inc covid hosp",0,"quantile"
"North West",2026-03-21,"0.25",0,2026-03-21,"wk inc covid hosp",0,"quantile"
"North West",2026-03-21,"0.5",1,2026-03-21,"wk inc covid hosp",0,"quantile"
"North West",2026-03-21,"0.75",1,2026-03-21,"wk inc covid hosp",0,"quantile"
"North West",2026-03-21,"0.9",1,2026-03-21,"wk inc covid hosp",0,"quantile"
"North West",2026-03-21,"0.975",1,2026-03-21,"wk inc covid hosp",0,"quantile"
"Ontario",2026-03-21,"0.025",276,2026-03-21,"wk inc covid hosp",0,"quantile"
"Ontario",2026-03-21,"0.1",276,2026-03-21,"wk inc covid hosp",0,"quantile"
"Ontario",2026-03-21,"0.25",276,2026-03-21,"wk inc covid hosp",0,"quantile"
"Ontario",2026-03-21,"0.5",276,2026-03-21,"wk inc covid hosp",0,"quantile"
"Ontario",2026-03-21,"0.75",277,2026-03-21,"wk inc covid hosp",0,"quantile"
"Ontario",2026-03-21,"0.9",277,2026-03-21,"wk inc covid hosp",0,"quantile"
"Ontario",2026-03-21,"0.975",277,2026-03-21,"wk inc covid hosp",0,"quantile"
"Toronto",2026-03-21,"0.025",58,2026-03-21,"wk inc covid hosp",0,"quantile"
"Toronto",2026-03-21,"0.1",58,2026-03-21,"wk inc covid hosp",0,"quantile"
"Toronto",2026-03-21,"0.25",58,2026-03-21,"wk inc covid hosp",0,"quantile"
"Toronto",2026-03-21,"0.5",59,2026-03-21,"wk inc covid hosp",0,"quantile"
"Toronto",2026-03-21,"0.75",59,2026-03-21,"wk inc covid hosp",0,"quantile"
"Toronto",2026-03-21,"0.9",59,2026-03-21,"wk inc covid hosp",0,"quantile"
"Toronto",2026-03-21,"0.975",59,2026-03-21,"wk inc covid hosp",0,"quantile"
