"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2026-01-31,"0.025",59,2026-01-31,"wk inc covid hosp",0,"quantile"
"Central",2026-01-31,"0.1",59,2026-01-31,"wk inc covid hosp",0,"quantile"
"Central",2026-01-31,"0.25",59,2026-01-31,"wk inc covid hosp",0,"quantile"
"Central",2026-01-31,"0.5",60,2026-01-31,"wk inc covid hosp",0,"quantile"
"Central",2026-01-31,"0.75",60,2026-01-31,"wk inc covid hosp",0,"quantile"
"Central",2026-01-31,"0.9",60,2026-01-31,"wk inc covid hosp",0,"quantile"
"Central",2026-01-31,"0.975",60,2026-01-31,"wk inc covid hosp",0,"quantile"
"East",2026-01-31,"0.025",73,2026-01-31,"wk inc covid hosp",0,"quantile"
"East",2026-01-31,"0.1",73,2026-01-31,"wk inc covid hosp",0,"quantile"
"East",2026-01-31,"0.25",73,2026-01-31,"wk inc covid hosp",0,"quantile"
"East",2026-01-31,"0.5",74,2026-01-31,"wk inc covid hosp",0,"quantile"
"East",2026-01-31,"0.75",74,2026-01-31,"wk inc covid hosp",0,"quantile"
"East",2026-01-31,"0.9",74,2026-01-31,"wk inc covid hosp",0,"quantile"
"East",2026-01-31,"0.975",74,2026-01-31,"wk inc covid hosp",0,"quantile"
"North East",2026-01-31,"0.025",18,2026-01-31,"wk inc covid hosp",0,"quantile"
"North East",2026-01-31,"0.1",18,2026-01-31,"wk inc covid hosp",0,"quantile"
"North East",2026-01-31,"0.25",18,2026-01-31,"wk inc covid hosp",0,"quantile"
"North East",2026-01-31,"0.5",19,2026-01-31,"wk inc covid hosp",0,"quantile"
"North East",2026-01-31,"0.75",19,2026-01-31,"wk inc covid hosp",0,"quantile"
"North East",2026-01-31,"0.9",19,2026-01-31,"wk inc covid hosp",0,"quantile"
"North East",2026-01-31,"0.975",19,2026-01-31,"wk inc covid hosp",0,"quantile"
"North West",2026-01-31,"0.025",0,2026-01-31,"wk inc covid hosp",0,"quantile"
"North West",2026-01-31,"0.1",0,2026-01-31,"wk inc covid hosp",0,"quantile"
"North West",2026-01-31,"0.25",0,2026-01-31,"wk inc covid hosp",0,"quantile"
"North West",2026-01-31,"0.5",1,2026-01-31,"wk inc covid hosp",0,"quantile"
"North West",2026-01-31,"0.75",1,2026-01-31,"wk inc covid hosp",0,"quantile"
"North West",2026-01-31,"0.9",1,2026-01-31,"wk inc covid hosp",0,"quantile"
"North West",2026-01-31,"0.975",1,2026-01-31,"wk inc covid hosp",0,"quantile"
"Ontario",2026-01-31,"0.025",328,2026-01-31,"wk inc covid hosp",0,"quantile"
"Ontario",2026-01-31,"0.1",328,2026-01-31,"wk inc covid hosp",0,"quantile"
"Ontario",2026-01-31,"0.25",328,2026-01-31,"wk inc covid hosp",0,"quantile"
"Ontario",2026-01-31,"0.5",328,2026-01-31,"wk inc covid hosp",0,"quantile"
"Ontario",2026-01-31,"0.75",329,2026-01-31,"wk inc covid hosp",0,"quantile"
"Ontario",2026-01-31,"0.9",329,2026-01-31,"wk inc covid hosp",0,"quantile"
"Ontario",2026-01-31,"0.975",329,2026-01-31,"wk inc covid hosp",0,"quantile"
"Toronto",2026-01-31,"0.025",69,2026-01-31,"wk inc covid hosp",0,"quantile"
