"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2025-11-01,"0.025",33,2025-11-01,"wk inc covid hosp",0,"quantile"
"Central",2025-11-01,"0.1",33,2025-11-01,"wk inc covid hosp",0,"quantile"
"Central",2025-11-01,"0.25",33,2025-11-01,"wk inc covid hosp",0,"quantile"
"Central",2025-11-01,"0.5",33,2025-11-01,"wk inc covid hosp",0,"quantile"
"Central",2025-11-01,"0.75",33,2025-11-01,"wk inc covid hosp",0,"quantile"
"Central",2025-11-01,"0.9",33,2025-11-01,"wk inc covid hosp",0,"quantile"
"Central",2025-11-01,"0.975",33,2025-11-01,"wk inc covid hosp",0,"quantile"
"East",2025-11-01,"0.025",27,2025-11-01,"wk inc covid hosp",0,"quantile"
"East",2025-11-01,"0.1",27,2025-11-01,"wk inc covid hosp",0,"quantile"
"East",2025-11-01,"0.25",27,2025-11-01,"wk inc covid hosp",0,"quantile"
"East",2025-11-01,"0.5",27,2025-11-01,"wk inc covid hosp",0,"quantile"
"East",2025-11-01,"0.75",27,2025-11-01,"wk inc covid hosp",0,"quantile"
"East",2025-11-01,"0.9",27,2025-11-01,"wk inc covid hosp",0,"quantile"
"East",2025-11-01,"0.975",27,2025-11-01,"wk inc covid hosp",0,"quantile"
"North East",2025-11-01,"0.025",12,2025-11-01,"wk inc covid hosp",0,"quantile"
"North East",2025-11-01,"0.1",12,2025-11-01,"wk inc covid hosp",0,"quantile"
"North East",2025-11-01,"0.25",12,2025-11-01,"wk inc covid hosp",0,"quantile"
"North East",2025-11-01,"0.5",12,2025-11-01,"wk inc covid hosp",0,"quantile"
"North East",2025-11-01,"0.75",12,2025-11-01,"wk inc covid hosp",0,"quantile"
"North East",2025-11-01,"0.9",12,2025-11-01,"wk inc covid hosp",0,"quantile"
"North East",2025-11-01,"0.975",12,2025-11-01,"wk inc covid hosp",0,"quantile"
"North West",2025-11-01,"0.025",1,2025-11-01,"wk inc covid hosp",0,"quantile"
"North West",2025-11-01,"0.1",1,2025-11-01,"wk inc covid hosp",0,"quantile"
"North West",2025-11-01,"0.25",1,2025-11-01,"wk inc covid hosp",0,"quantile"
"North West",2025-11-01,"0.5",1,2025-11-01,"wk inc covid hosp",0,"quantile"
"North West",2025-11-01,"0.75",1,2025-11-01,"wk inc covid hosp",0,"quantile"
"North West",2025-11-01,"0.9",1,2025-11-01,"wk inc covid hosp",0,"quantile"
"North West",2025-11-01,"0.975",1,2025-11-01,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-01,"0.025",162,2025-11-01,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-01,"0.1",162,2025-11-01,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-01,"0.25",162,2025-11-01,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-01,"0.5",162,2025-11-01,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-01,"0.75",162,2025-11-01,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-01,"0.9",162,2025-11-01,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-01,"0.975",162,2025-11-01,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-01,"0.025",32,2025-11-01,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-01,"0.1",32,2025-11-01,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-01,"0.25",32,2025-11-01,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-01,"0.5",32,2025-11-01,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-01,"0.75",32,2025-11-01,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-01,"0.9",32,2025-11-01,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-01,"0.975",32,2025-11-01,"wk inc covid hosp",0,"quantile"
"West",2025-11-01,"0.025",59,2025-11-01,"wk inc covid hosp",0,"quantile"
"West",2025-11-01,"0.1",59,2025-11-01,"wk inc covid hosp",0,"quantile"
"West",2025-11-01,"0.25",59,2025-11-01,"wk inc covid hosp",0,"quantile"
"West",2025-11-01,"0.5",59,2025-11-01,"wk inc covid hosp",0,"quantile"
"West",2025-11-01,"0.75",59,2025-11-01,"wk inc covid hosp",0,"quantile"
"West",2025-11-01,"0.9",59,2025-11-01,"wk inc covid hosp",0,"quantile"
"West",2025-11-01,"0.975",59,2025-11-01,"wk inc covid hosp",0,"quantile"
"Central",2025-11-08,"0.025",0,2025-11-01,"wk inc covid hosp",1,"quantile"
"Central",2025-11-08,"0.1",0,2025-11-01,"wk inc covid hosp",1,"quantile"
"Central",2025-11-08,"0.25",24,2025-11-01,"wk inc covid hosp",1,"quantile"
"Central",2025-11-08,"0.5",33,2025-11-01,"wk inc covid hosp",1,"quantile"
"Central",2025-11-08,"0.75",42,2025-11-01,"wk inc covid hosp",1,"quantile"
"Central",2025-11-08,"0.9",68,2025-11-01,"wk inc covid hosp",1,"quantile"
"Central",2025-11-08,"0.975",143,2025-11-01,"wk inc covid hosp",1,"quantile"
