"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2025-11-29,"0.025",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-11-29,"0.1",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-11-29,"0.25",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-11-29,"0.5",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-11-29,"0.75",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-11-29,"0.9",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-11-29,"0.975",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.025",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.1",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.25",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.5",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.75",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.9",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"East",2025-11-29,"0.975",39,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.025",18,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.1",18,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.25",18,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.5",18,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.75",18,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.9",18,2025-11-29,"wk inc covid hosp",0,"quantile"
"North East",2025-11-29,"0.975",18,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.025",1,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.1",1,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.25",1,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.5",1,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.75",1,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.9",1,2025-11-29,"wk inc covid hosp",0,"quantile"
"North West",2025-11-29,"0.975",1,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.025",231,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.1",231,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.25",231,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.5",231,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.75",231,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.9",231,2025-11-29,"wk inc covid hosp",0,"quantile"
"Ontario",2025-11-29,"0.975",231,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.025",71,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.1",71,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.25",71,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.5",71,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.75",71,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.9",71,2025-11-29,"wk inc covid hosp",0,"quantile"
"Toronto",2025-11-29,"0.975",71,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.025",55,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.1",55,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.25",55,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.5",55,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.75",55,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.9",55,2025-11-29,"wk inc covid hosp",0,"quantile"
"West",2025-11-29,"0.975",55,2025-11-29,"wk inc covid hosp",0,"quantile"
"Central",2025-12-06,"0.025",0,2025-11-29,"wk inc covid hosp",1,"quantile"
"Central",2025-12-06,"0.1",4,2025-11-29,"wk inc covid hosp",1,"quantile"
"Central",2025-12-06,"0.25",30,2025-11-29,"wk inc covid hosp",1,"quantile"
"Central",2025-12-06,"0.5",39,2025-11-29,"wk inc covid hosp",1,"quantile"
"Central",2025-12-06,"0.75",48,2025-11-29,"wk inc covid hosp",1,"quantile"
"Central",2025-12-06,"0.9",74,2025-11-29,"wk inc covid hosp",1,"quantile"
"Central",2025-12-06,"0.975",148,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.025",0,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.1",4,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.25",30,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.5",39,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.75",48,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.9",74,2025-11-29,"wk inc covid hosp",1,"quantile"
"East",2025-12-06,"0.975",148,2025-11-29,"wk inc covid hosp",1,"quantile"
"North East",2025-12-06,"0.025",0,2025-11-29,"wk inc covid hosp",1,"quantile"
"North East",2025-12-06,"0.1",0,2025-11-29,"wk inc covid hosp",1,"quantile"
